X,Y
13.28719,52.51043
13.28593,52.51035
13.28588,52.51035
13.28575,52.51034
13.28541,52.51032
13.28514,52.5103
13.28483,52.51029
13.2848,52.51028
13.28472,52.51028
13.28465,52.51027
13.28458,52.51027
13.28424,52.51024
13.28402,52.51023
13.2837,52.51021
13.28367,52.51021
13.28339,52.51018
13.28318,52.51017
13.28192,52.51008
13.2819216,52.5100819
13.2817,52.51007
13.28172,52.50991
13.28173,52.50987
13.28174,52.50966
13.28174,52.50962
13.28173,52.50958
13.28171,52.50952
13.2817146,52.5095183
13.28175,52.50947
13.28178,52.50942
13.28179,52.50937
13.2818,52.50932
13.28181,52.50917
13.28182,52.50907
13.28185,52.50898
13.28185,52.5089
13.28185,52.50885
13.28184,52.5088
13.28181,52.50872
13.28179,52.50866
13.28177,52.50861
13.28173,52.50855
13.2817,52.50849
13.28164,52.50842
13.2816,52.50835
13.28153,52.50823
13.2815,52.50818
13.28148,52.50812
13.28147,52.50806
13.28147,52.50801
13.28148,52.50795
13.28151,52.50789
13.28154,52.50785
13.28156,52.50782
13.28163,52.50775
13.28171,52.50768
13.28175,52.50766
13.28181,52.50763
13.28185,52.50761
13.28189,52.50759
13.28193,52.50756
13.28197,52.50754
13.28201,52.5075
13.28204,52.50748
13.28207,52.50745
13.2821,52.50742
13.28212,52.50739
13.28214,52.50736
13.28217,52.50732
13.28219,52.50729
13.2822,52.50726
13.28221,52.50722
13.28222,52.50717
13.28223,52.50712
13.28223,52.50705
13.28223,52.50703
13.28222,52.50697
13.2822,52.50691
13.28218,52.50685
13.28217,52.50683
13.28217,52.50681
13.28217,52.5068
13.28223,52.50672
13.28214,52.50657
13.28199,52.50625
13.28191,52.50606
13.28183,52.50585
13.28176,52.50564
13.28171,52.50547
13.28169,52.50542
13.28163,52.5052
13.28156,52.50479
13.28153,52.50465
13.28152,52.50459
13.28148,52.50436
13.28147,52.50429
13.28146,52.50426
13.28145,52.50422
13.28143,52.50415
13.28138,52.50395
13.28135,52.50386
13.28131,52.50375
13.28128,52.50368
13.28121,52.50354
13.28116,52.50343
13.28111,52.50332
13.28104,52.50322
13.28095,52.50307
13.2809,52.503
13.280897,52.5029999
13.28079,52.50295
13.28077,52.50294
13.28071,52.50288
13.28067,52.50284
13.28061,52.50277
13.28052,52.5027
13.28045,52.50266
13.28037,52.50261
13.28028,52.50257
13.28027,52.50256
13.2802,52.50253
13.28019,52.50253
13.28014,52.5025
13.28003,52.50246
13.27995,52.50243
13.27993,52.50242
13.2798,52.50238
13.27968,52.50235
13.27947,52.50231
13.2793,52.50229
13.27919,52.50228
13.27906,52.50227
13.27886,52.50227
13.27874,52.50227
13.27867,52.50227
13.27854,52.50227
13.27839,52.50227
13.27815,52.50227
13.27812,52.50227
13.27808,52.50227
13.27791,52.50226
13.27774,52.50225
13.27757,52.50223
13.2774,52.5022
13.27734,52.5022
13.27723,52.50217
13.27709,52.50213
13.27695,52.50208
13.27689,52.50205
13.27666,52.50194
13.27657,52.50189
13.27647,52.50182
13.27643,52.5018
13.27638,52.50176
13.27628,52.5017
13.2762,52.50164
13.27608,52.50158
13.27542,52.50104
13.27522,52.50088
13.27517,52.50084
13.27503,52.50072
13.27497,52.50068
13.27457,52.50035
13.27434,52.50017
13.27429,52.50012
13.27412,52.49998
13.27396,52.49985
13.27393,52.49983
13.27347,52.49946
13.27346,52.49945
13.27332,52.49935
13.27284,52.49897
13.27277,52.49891
13.27269,52.49885
13.27259,52.49878
13.2725,52.49863
13.27231,52.49849
13.27224,52.49844
13.27221,52.49841
13.27176,52.49807
13.27173,52.49804
13.2716,52.49794
13.27147,52.49785
13.27141,52.4978
13.27132,52.49773
13.27129,52.49771
13.27124,52.49768
13.27119,52.49763
13.27043,52.49705
13.27029,52.49694
13.27009,52.49679
13.26995,52.49668
13.26959,52.4964
13.26937,52.49623
13.26919,52.49609
13.26892,52.49588
13.26875,52.49575
13.26828,52.49537
13.26813,52.49524
13.26771,52.4949
13.26751,52.49475
13.26736,52.49464
13.26703,52.49437
13.26679,52.49418
13.26627,52.49376
13.26607,52.4936
13.26592,52.49348
13.26545,52.49311
13.26494,52.4927
13.26442,52.4923
13.26378,52.49179
13.26365,52.49169
13.26311,52.49126
13.26261,52.49086
13.26234,52.49065
13.2608,52.48944
13.2607,52.48936
13.2606,52.48928
13.2602,52.48896
13.26005,52.48884
13.25948,52.48839
13.2593,52.48825
13.25907,52.48807
13.25894,52.48797
13.25877,52.48782
13.2583,52.48745
13.25801,52.48722
13.25737,52.48672
13.25723,52.4866
13.25669,52.48618
13.25661,52.48611
13.25653,52.48605
13.25643,52.48597
13.2557,52.48539
13.25462,52.48454
13.2539,52.48397
13.25353,52.48368
13.25335,52.48354
13.25329,52.48349
13.25292,52.4832
13.25245,52.48283
13.25227,52.48268
13.2521,52.48254
13.25197,52.48244
13.2517,52.48221
13.25142,52.48198
13.25124,52.48182
13.25109,52.4817
13.25095,52.48157
13.25079,52.48143
13.25048,52.48116
13.25018,52.4809
13.24989,52.48064
13.2496,52.48039
13.24945,52.48025
13.2493,52.48012
13.24882,52.47969
13.24857,52.47947
13.24855,52.47946
13.24827,52.47921
13.24781,52.4788
13.24755,52.47857
13.24727,52.47832
13.24693,52.47802
13.24677,52.47787
13.24627,52.47743
13.24597,52.47717
13.24593,52.47713
13.24581,52.47702
13.24576,52.47698
13.24526,52.47654
13.24503,52.47633
13.24414,52.47554
13.24402,52.47544
13.24333,52.47482
13.2432,52.47471
13.24283,52.47437
13.24269,52.47425
13.24253,52.47411
13.24252,52.4741
13.24244,52.47404
13.24238,52.47398
13.24222,52.47384
13.24195,52.47361
13.24176,52.47345
13.24161,52.47332
13.24144,52.47319
13.24137,52.47312
13.24112,52.47292
13.2409,52.47274
13.24063,52.47252
13.24043,52.47236
13.24029,52.47225
13.24,52.47202
13.23983,52.47189
13.23953,52.47164
13.23918,52.47135
13.23853,52.47084
13.23822,52.47059
13.23805,52.47046
13.23788,52.47032
13.23775,52.47022
13.23757,52.47008
13.23732,52.46988
13.23679,52.46946
13.23667,52.46936
13.23654,52.46927
13.23651,52.46924
13.23612,52.46893
13.23601,52.46884
13.23596,52.46881
13.23582,52.4687
13.23547,52.46842
13.23531,52.46829
13.23523,52.46823
13.23496,52.46802
13.2348,52.46788
13.23452,52.46767
13.23446,52.46762
13.23408,52.46732
13.2338,52.4671
13.23357,52.46691
13.23336,52.46675
13.23268,52.46622
13.23254,52.46611
13.23226,52.46589
13.23216,52.46581
13.23207,52.46574
13.23182,52.46554
13.23167,52.46542
13.23127,52.46511
13.23117,52.46503
13.23101,52.4649
13.23085,52.46478
13.23069,52.46465
13.23054,52.46453
13.23038,52.4644
13.23018,52.46424
13.22989,52.46402
13.2295,52.46371
13.22909,52.46339
13.2282,52.46268
13.22784,52.46239
13.22781,52.46237
13.22772,52.4623
13.22748,52.46211
13.22726,52.46194
13.22723,52.46191
13.22712,52.46182
13.22708,52.46179
13.22692,52.46167
13.22659,52.46141
13.22635,52.46122
13.22599,52.46093
13.22588,52.46084
13.22557,52.4606
13.22543,52.46049
13.22526,52.46035
13.22509,52.46022
13.22494,52.4601
13.22478,52.45997
13.22463,52.45985
13.22441,52.45968
13.22434,52.45963
13.22425,52.45955
13.22398,52.45934
13.22359,52.45903
13.22352,52.45897
13.22333,52.45883
13.22287,52.45846
13.22278,52.4584
13.22269,52.45832
13.22241,52.4581
13.22233,52.45804
13.22223,52.45796
13.22204,52.45781
13.2219,52.4577
13.22174,52.45757
13.22112,52.45708
13.22095,52.45694
13.22083,52.45685
13.22042,52.45654
13.21964,52.45592
13.21947,52.45578
13.21937,52.4557
13.21698,52.45381
13.2169,52.45374
13.21681,52.45368
13.21145,52.44943
13.2102,52.44845
13.21006,52.44834
13.20988,52.44819
13.20974,52.44808
13.20971,52.44805
13.20967,52.44803
13.20955,52.44793
13.20945,52.44785
13.2093,52.44774
13.20793,52.44665
13.20777,52.44653
13.20722,52.44609
13.20695,52.44588
13.20684,52.44579
13.20676,52.44573
13.20557,52.44478
13.2055,52.44473
13.20544,52.44468
13.20541,52.44466
13.20413,52.44365
13.20405,52.44358
13.20401,52.44355
13.20351,52.44315
13.20251,52.44236
13.20176,52.44177
13.20158,52.44162
13.20144,52.44151
13.20089,52.44107
13.20071,52.44093
13.20068,52.44091
13.2005,52.44077
13.19893,52.43952
13.19877,52.43939
13.19717,52.43812
13.19714,52.4381
13.19684,52.43786
13.19676,52.4378
13.19674,52.43778
13.19666,52.43772
13.19637,52.43749
13.19606,52.43724
13.19586,52.43709
13.19577,52.43702
13.19548,52.43678
13.19543,52.43674
13.19542,52.43673
13.19539,52.43671
13.19523,52.43658
13.19507,52.43646
13.19491,52.43633
13.19476,52.43621
13.19459,52.43608
13.19445,52.43597
13.19437,52.4359
13.19428,52.43583
13.19413,52.43571
13.19404,52.43563
13.19381,52.43544
13.19366,52.43531
13.19358,52.43523
13.19358,52.43522
13.19352,52.43517
13.19342,52.43506
13.19327,52.4349
13.19314,52.43475
13.19304,52.43461
13.19294,52.43448
13.19283,52.43431
13.19274,52.43416
13.19266,52.43401
13.19258,52.43385
13.19252,52.4337
13.19246,52.43356
13.19242,52.43343
13.19241,52.43342
13.19237,52.43328
13.19235,52.43323
13.19233,52.43317
13.1923,52.43304
13.19227,52.43291
13.19222,52.43273
13.19218,52.43256
13.19214,52.43239
13.1921,52.43224
13.19204,52.43198
13.19203,52.43196
13.19199,52.43179
13.19195,52.43162
13.19194,52.43159
13.19192,52.4315
13.1919,52.43143
13.19186,52.43127
13.19182,52.43111
13.19179,52.43099
13.19179,52.43097
13.19175,52.43082
13.19165,52.43041
13.19162,52.43031
13.19159,52.43019
13.19155,52.43001
13.19151,52.42985
13.19147,52.42968
13.19143,52.42955
13.19139,52.42937
13.19135,52.42919
13.19131,52.42903
13.19127,52.4289
13.19123,52.42874
13.19119,52.42858
13.19115,52.4284
13.1911,52.4282
13.19108,52.42809
13.19107,52.42805
13.19105,52.42793
13.19104,52.42789
13.19103,52.42779
13.19103,52.42774
13.19102,52.42762
13.19102,52.42757
13.19103,52.42746
13.19103,52.42741
13.19105,52.42727
13.19108,52.42708
13.19112,52.42697
13.19126,52.42662
13.19132,52.42649
13.19134,52.42646
13.19141,52.42634
13.19144,52.42631
13.19151,52.42621
13.19153,52.42618
13.19162,52.42605
13.19166,52.42601
13.19176,52.4259
13.19179,52.42587
13.19188,52.42578
13.19193,52.42573
13.19203,52.42564
13.19208,52.4256
13.19219,52.42551
13.19223,52.42547
13.19237,52.42537
13.19252,52.42526
13.1926,52.42521
13.19267,52.42516
13.19274,52.42512
13.19297,52.42498
13.1931,52.4249
13.19325,52.42481
13.19332,52.42477
13.1935,52.42466
13.19367,52.42456
13.19395,52.42438
13.19408,52.4243
13.19422,52.4242
13.19428,52.42416
13.19436,52.4241
13.19443,52.42404
13.19449,52.424
13.19456,52.42393
13.19468,52.42381
13.19473,52.42377
13.19482,52.42367
13.19487,52.42362
13.19497,52.42349
13.19501,52.42345
13.19501,52.42344
13.19508,52.42335
13.19514,52.42326
13.1952,52.42317
13.19521,52.42315
13.19525,52.42307
13.1953,52.42297
13.19535,52.42286
13.19538,52.42277
13.19542,52.42266
13.19547,52.4225
13.19552,52.42233
13.19558,52.42207
13.19562,52.42191
13.19566,52.42172
13.19569,52.42157
13.19572,52.42142
13.19575,52.42128
13.19576,52.42124
13.1958,52.42108
13.19583,52.42094
13.1959,52.4206
13.19593,52.42047
13.19598,52.42028
13.19601,52.42013
13.19605,52.41996
13.19608,52.41979
13.19612,52.41963
13.19616,52.41946
13.19619,52.41934
13.19623,52.41915
13.19626,52.41899
13.1963,52.41883
13.19634,52.41865
13.1964,52.41836
13.19648,52.41804
13.1965,52.41792
13.19662,52.41738
13.1967,52.41701
13.19676,52.41673
13.19675,52.41669
13.19675,52.41666
13.1968,52.41646
13.19683,52.41628
13.197,52.41556
13.19705,52.41535
13.19706,52.41529
13.19718,52.41473
13.19724,52.41444
13.19733,52.41394
13.19735,52.41368
13.19736,52.41336
13.19735,52.4133
13.19735,52.41306
13.19734,52.41302
13.19733,52.41293
13.1973,52.41268
13.19728,52.4126
13.19723,52.41238
13.19719,52.41224
13.19714,52.41209
13.19707,52.41189
13.19705,52.41184
13.19691,52.41151
13.19678,52.41127
13.1967,52.41113
13.19661,52.41098
13.19655,52.41089
13.19651,52.41083
13.19648,52.41079
13.19639,52.41067
13.1963,52.41054
13.19621,52.41043
13.19615,52.41035
13.19602,52.41021
13.19594,52.41012
13.19584,52.41001
13.19576,52.40993
13.19568,52.40986
13.19557,52.40974
13.19541,52.40959
13.19529,52.40949
13.19518,52.4094
13.19513,52.40934
13.19491,52.40915
13.19458,52.40887
13.19386,52.40822
13.19384,52.4082
13.19373,52.40811
13.19368,52.40807
13.19353,52.40793
13.19341,52.40783
13.19327,52.4077
13.19299,52.40746
13.19272,52.40723
13.19233,52.40688
13.19206,52.40663
13.19199,52.40658
13.19153,52.40617
13.19117,52.40585
13.19097,52.40568
13.19087,52.40559
13.19045,52.40521
13.19017,52.40497
13.18971,52.40456
13.18966,52.40451
13.18877,52.40372
13.18792,52.40297
13.18756,52.40265
13.18752,52.40262
13.18725,52.40238
13.18716,52.4023
13.18708,52.40222
13.18686,52.40204
13.1867,52.40189
13.18653,52.40175
13.18612,52.40138
13.1858,52.40111
13.18528,52.40065
13.18508,52.40047
13.18427,52.39975
13.18383,52.39937
13.1834,52.39899
13.18305,52.39867
13.18298,52.39862
13.18286,52.39851
13.18272,52.39839
13.18242,52.39813
13.18237,52.39809
13.1822,52.39795
13.18195,52.39775
13.18189,52.39771
13.18178,52.39762
13.18165,52.39753
13.18145,52.39738
13.18139,52.39734
13.18107,52.39712
13.18099,52.39706
13.18095,52.39703
13.1807,52.39688
13.18045,52.39672
13.18036,52.39666
13.18004,52.39648
13.17983,52.39636
13.17953,52.39621
13.17933,52.3961
13.17919,52.39603
13.17913,52.396
13.17895,52.39591
13.17857,52.39573
13.17824,52.39558
13.17773,52.39536
13.17703,52.39509
13.17679,52.395
13.17633,52.39485
13.17587,52.3947
13.17544,52.39457
13.17514,52.39449
13.17477,52.39439
13.17439,52.39429
13.17402,52.39419
13.17374,52.39413
13.17344,52.39406
13.1729,52.39393
13.1725,52.39383
13.17221,52.39376
13.17171,52.39364
13.17148,52.39359
13.17123,52.39352
13.17085,52.39343
13.17044,52.39333
13.16983,52.39319
13.1694,52.39308
13.16899,52.39299
13.1673,52.39258
13.16685,52.39247
13.16641,52.39236
13.16589,52.39223
13.16497,52.39201
13.16471,52.39195
13.16293,52.39152
13.1624,52.39139
13.16219,52.39134
13.16094,52.39104
13.16065,52.39097
13.16046,52.39092
13.16023,52.39086
13.15974,52.39072
13.15951,52.39064
13.15924,52.39055
13.15899,52.39047
13.15863,52.39033
13.15834,52.3902
13.15813,52.39011
13.15778,52.38996
13.15763,52.38988
13.1574,52.38976
13.15728,52.3897
13.1571,52.3896
13.15692,52.38949
13.15668,52.38935
13.15643,52.38919
13.15625,52.38907
13.15609,52.38895
13.15593,52.38884
13.15581,52.38874
13.15572,52.38867
13.15562,52.38859
13.15547,52.38846
13.15533,52.38835
13.15522,52.38825
13.15513,52.38816
13.15503,52.38806
13.15498,52.38801
13.15488,52.3879
13.15483,52.38784
13.15468,52.38767
13.1546,52.38757
13.15446,52.38739
13.15438,52.38729
13.1543,52.38718
13.15419,52.38702
13.15411,52.3869
13.15408,52.38685
13.15402,52.38676
13.15394,52.38663
13.15391,52.38658
13.15382,52.38645
13.15379,52.38641
13.15374,52.38634
13.1536,52.38613
13.15354,52.38604
13.1534,52.38582
13.15331,52.38568
13.15326,52.38559
13.15321,52.38551
13.15317,52.38545
13.15314,52.3854
13.15311,52.38537
13.15299,52.38518
13.15298,52.38516
13.15288,52.38502
13.15277,52.38485
13.15268,52.38471
13.15256,52.38453
13.15254,52.3845
13.15235,52.38419
13.15224,52.38403
13.15212,52.38384
13.15203,52.3837
13.15198,52.38363
13.15187,52.38346
13.15177,52.3833
13.1517,52.38319
13.15154,52.38295
13.15142,52.38277
13.15137,52.38269
13.15132,52.3826
13.15121,52.38243
13.15113,52.3823
13.15104,52.38217
13.151,52.3821
13.15087,52.38191
13.1508,52.38181
13.15069,52.38162
13.15064,52.38154
13.15054,52.38136
13.15046,52.38121
13.15041,52.38111
13.15035,52.38099
13.15032,52.38092
13.15029,52.38087
13.15017,52.38056
13.15012,52.38043
13.1501,52.38039
13.15006,52.38026
13.15005,52.38021
13.15001,52.38008
13.14997,52.37995
13.14991,52.37969
13.14989,52.3796
13.14984,52.37936
13.14984,52.37928
13.14983,52.3792
13.14982,52.37907
13.1498,52.37892
13.14979,52.37855
13.14979,52.37822
13.14979,52.378
13.1498,52.37784
13.14981,52.37742
13.1498,52.37733
13.1498,52.37722
13.1498,52.37714
13.14981,52.37703
13.14981,52.37692
13.14984,52.37596
13.14985,52.37579
13.14985,52.37563
13.14986,52.37499
13.14987,52.37482
13.14987,52.37459
13.14988,52.37433
13.14988,52.37425
13.1499,52.37361
13.1499,52.37352
13.1499,52.37326
13.14991,52.37309
13.14991,52.3729
13.14991,52.37278
13.14992,52.37272
13.14992,52.3727
13.14992,52.37261
13.14993,52.37224
13.14994,52.372
13.14994,52.37183
13.14995,52.37152
13.14995,52.37137
13.14995,52.37122
13.14995,52.37107
13.14995,52.37093
13.14995,52.3709
13.14994,52.37076
13.14993,52.37065
13.14992,52.37057
13.14991,52.37045
13.14988,52.37029
13.14986,52.37017
13.14983,52.37006
13.14981,52.37
13.14979,52.36992
13.14978,52.36987
13.14972,52.3697
13.14967,52.36956
13.14961,52.36939
13.14954,52.36925
13.14948,52.36912
13.14939,52.36893
13.14931,52.36879
13.14922,52.36865
13.14914,52.36853
13.14908,52.36844
13.14893,52.36824
13.14887,52.36815
13.14859,52.36782
13.14852,52.36776
13.14839,52.36762
13.14827,52.3675
13.14812,52.36736
13.14798,52.36723
13.1478,52.36709
13.14764,52.36696
13.14747,52.36683
13.14729,52.36669
13.14707,52.36654
13.1469,52.36643
13.1468,52.36636
13.14655,52.36621
13.1462,52.366
13.14605,52.36591
13.146,52.36588
13.1458,52.36576
13.14552,52.36559
13.14536,52.3655
13.14533,52.36548
13.14517,52.36539
13.14492,52.36524
13.14476,52.36515
13.14458,52.36504
13.14452,52.36501
13.14437,52.36492
13.14414,52.36478
13.14408,52.36474
13.14379,52.36458
13.14351,52.36442
13.14341,52.36435
13.14325,52.36424
13.14315,52.36417
13.14303,52.36409
13.14284,52.36395
13.14273,52.36386
13.1426,52.36375
13.14244,52.36362
13.14228,52.36347
13.14214,52.36334
13.14203,52.36324
13.14195,52.36315
13.14186,52.36306
13.14175,52.36294
13.14168,52.36286
13.14164,52.3628
13.14159,52.36274
13.14152,52.36266
13.14146,52.36258
13.14138,52.36248
13.14128,52.36233
13.14117,52.36215
13.14112,52.36207
13.14111,52.36206
13.14109,52.36202
13.14101,52.36188
13.14093,52.36173
13.14086,52.36158
13.14079,52.36144
13.14077,52.36137
13.14073,52.36127
13.14071,52.36121
13.14067,52.3611
13.14064,52.36102
13.14062,52.36094
13.1406,52.3609
13.14058,52.36078
13.14055,52.36066
13.14053,52.36059
13.14052,52.36052
13.14051,52.36045
13.1405,52.36037
13.14048,52.3603
13.14048,52.36025
13.14047,52.36013
13.14046,52.36011
13.14046,52.36007
13.14046,52.35994
13.14045,52.3598
13.14045,52.35963
13.14046,52.35949
13.14046,52.35919
13.14047,52.35883
