X,Y
11.81789,52.22617
11.8174,52.2262
11.81473,52.22637
11.81445,52.22639
11.81424,52.2264
11.81415,52.22641
11.81401,52.22641
11.81385,52.22643
11.81379,52.22643
11.81358,52.22644
11.81281,52.22649
11.81274,52.2265
11.81268,52.2265
11.81266,52.2265
11.81245,52.22652
11.81235,52.22652
11.81213,52.22654
11.81134,52.22658
11.81124,52.22659
11.81093,52.22661
11.81079,52.22662
11.80972,52.22669
11.80888,52.22674
11.80884,52.22675
11.80804,52.2268
11.80777,52.22682
11.80749,52.22683
11.80708,52.22686
11.80704,52.22686
11.80679,52.22688
11.80678,52.22688
11.80675,52.22688
11.80646,52.2269
11.80558,52.22695
11.80532,52.22697
11.80504,52.22699
11.80485,52.227
11.80483,52.227
11.80444,52.22703
11.80375,52.22707
11.80299,52.22712
11.80296,52.22712
11.80215,52.22717
11.80182,52.22719
11.80162,52.22721
11.80153,52.22721
11.80065,52.22727
11.80016,52.2273
11.80011,52.2273
11.80006,52.22731
11.79987,52.22732
11.79978,52.22732
11.79948,52.22734
11.79899,52.22737
11.7987,52.22739
11.7986,52.2274
11.79841,52.22741
11.79832,52.22742
11.79803,52.22744
11.79783,52.22745
11.79753,52.22747
11.79695,52.2275
11.79643,52.22754
11.79578,52.22758
11.79569,52.22758
11.79562,52.22759
11.79539,52.2276
11.7952,52.22762
11.7948,52.22764
11.7941,52.22769
11.79406,52.22769
11.79335,52.22773
11.7933,52.22774
11.79306,52.22775
11.79305,52.22775
11.79283,52.22776
11.79275,52.22777
11.79237,52.2278
11.79228,52.2278
11.79197,52.22782
11.79168,52.22784
11.79149,52.22785
11.79141,52.22786
11.7911,52.22788
11.79091,52.22789
11.79086,52.22789
11.79051,52.22792
11.7905,52.22792
11.79032,52.22793
11.79022,52.22793
11.79003,52.22795
11.78993,52.22795
11.78974,52.22796
11.78959,52.22797
11.78935,52.22799
11.78846,52.22804
11.78789,52.22808
11.78778,52.22809
11.78701,52.22814
11.78671,52.22816
11.78612,52.22819
11.78594,52.2282
11.78594,52.22821
11.78585,52.22821
11.78525,52.22825
11.78512,52.22826
11.78496,52.22827
11.78468,52.22829
11.78451,52.2283
11.78408,52.22833
11.7839,52.22834
11.7838,52.22834
11.78379,52.22834
11.78356,52.22836
11.78336,52.22837
11.78273,52.22841
11.78228,52.22844
11.78184,52.22846
11.78176,52.22847
11.78127,52.2285
11.78087,52.22853
11.78021,52.22857
11.77981,52.22859
11.77947,52.22862
11.77921,52.22863
11.77904,52.22864
11.77723,52.22876
11.77704,52.22877
11.7769,52.22878
11.7768,52.22879
11.7763,52.22882
11.77601,52.22884
11.77546,52.22887
11.77501,52.2289
11.7747,52.22892
11.77455,52.22893
11.77425,52.22895
11.77397,52.22897
11.7736,52.22899
11.77338,52.22901
11.7731,52.22902
11.7728,52.22904
11.77254,52.22906
11.7718,52.22911
11.77115,52.22915
11.77104,52.22916
11.77076,52.22918
11.77075,52.22918
11.77046,52.22919
11.77008,52.22922
11.76983,52.22923
11.76954,52.22924
11.76907,52.22926
11.76857,52.22928
11.76812,52.22929
11.76795,52.2293
11.76785,52.2293
11.7676,52.2293
11.76731,52.2293
11.76695,52.2293
11.76665,52.2293
11.76661,52.2293
11.76636,52.2293
11.76612,52.22929
11.76597,52.22928
11.76549,52.22927
11.76521,52.22926
11.76518,52.22926
11.76499,52.22925
11.76475,52.22923
11.7646,52.22923
11.76426,52.2292
11.76376,52.22916
11.76349,52.22914
11.76284,52.22908
11.76239,52.22903
11.76228,52.22901
11.7619,52.22897
11.7617,52.22894
11.7616,52.22893
11.76148,52.22891
11.76097,52.22884
11.76056,52.22878
11.75974,52.22865
11.75913,52.22854
11.75879,52.22848
11.75852,52.22843
11.75716,52.22818
11.75668,52.22809
11.75646,52.22805
11.756,52.22796
11.75498,52.22778
11.75486,52.22776
11.7546,52.22771
11.75378,52.22756
11.7535,52.22751
11.75325,52.22747
11.7528,52.22739
11.75188,52.22722
11.75115,52.22709
11.74946,52.22678
11.74799,52.22651
11.74771,52.22646
11.74743,52.2264
11.74741,52.2264
11.74713,52.22635
11.74684,52.2263
11.74628,52.2262
11.746,52.22615
11.74544,52.22604
11.74501,52.22596
11.74404,52.22579
11.74347,52.22568
11.74327,52.22565
11.74319,52.22563
11.74271,52.22555
11.74177,52.22538
11.74016,52.22508
11.73953,52.22496
11.73925,52.22491
11.73913,52.22489
11.73902,52.22487
11.73897,52.22486
11.73869,52.22481
11.73863,52.2248
11.73846,52.22477
11.73835,52.22475
11.73818,52.22472
11.73778,52.22464
11.73777,52.22464
11.73735,52.22457
11.73733,52.22456
11.73723,52.22454
11.73705,52.22451
11.73699,52.2245
11.73677,52.22446
11.73641,52.2244
11.73621,52.22436
11.73612,52.22434
11.73593,52.22431
11.73586,52.22429
11.73561,52.22425
11.73536,52.22421
11.7353,52.2242
11.73508,52.22416
11.73501,52.22415
11.7348,52.22411
11.73456,52.22407
11.73408,52.224
11.73394,52.22398
11.73383,52.22396
11.73359,52.22392
11.73315,52.22386
11.73302,52.22384
11.73229,52.22376
11.73216,52.22374
11.73178,52.2237
11.73174,52.2237
11.73166,52.22368
11.73135,52.22365
11.73125,52.22364
11.73101,52.22361
11.7307,52.22358
11.73069,52.22358
11.73005,52.22352
11.7291,52.22343
11.72899,52.22342
11.72869,52.2234
11.72864,52.22339
11.7284,52.22337
11.72816,52.22335
11.72809,52.22334
11.72724,52.22327
11.72686,52.22323
11.72636,52.22318
11.72632,52.22318
11.72583,52.22314
11.72578,52.22313
11.72551,52.22311
11.7254,52.2231
11.72497,52.22306
11.7249,52.22306
11.72485,52.22305
11.72397,52.22297
11.72364,52.22294
11.72294,52.22288
11.72287,52.22287
11.72278,52.22287
11.72273,52.22286
11.72224,52.22282
11.72207,52.2228
11.72204,52.2228
11.72171,52.22277
11.72143,52.22274
11.72114,52.22271
11.72056,52.22266
11.7199,52.22259
11.71953,52.22256
11.71936,52.22255
11.71911,52.22253
11.71879,52.22249
11.71853,52.22247
11.71745,52.22237
11.71679,52.22231
11.71589,52.22223
11.71586,52.22223
11.71498,52.22215
11.71434,52.22209
11.71412,52.22207
11.71408,52.22207
11.71337,52.222
11.71308,52.22198
11.71167,52.22185
11.7106,52.22175
11.71001,52.22171
11.70942,52.22165
11.7092,52.22163
11.70857,52.22157
11.70826,52.22154
11.70792,52.22151
11.70755,52.22148
11.70704,52.22143
11.70639,52.22136
11.70618,52.22134
11.70614,52.22134
11.7058,52.22131
11.7051,52.22125
11.70432,52.22118
11.70302,52.22106
11.70253,52.22101
11.70219,52.22098
11.70199,52.22097
11.70176,52.22094
11.70141,52.22091
11.70088,52.22087
11.70004,52.22079
11.69942,52.22073
11.69914,52.22071
11.69885,52.22068
11.69735,52.22054
11.69653,52.22046
11.69611,52.22043
11.69596,52.22041
11.69576,52.22039
11.69488,52.22031
11.6943,52.22026
11.69403,52.22023
11.69401,52.22023
11.69348,52.22019
11.69311,52.22015
11.69159,52.22002
11.69114,52.21998
11.691,52.21996
11.69019,52.21989
11.6901,52.21988
11.69003,52.21987
11.68969,52.21984
11.6896,52.21983
11.68911,52.21978
11.6891,52.21978
11.68879,52.21975
11.68849,52.21973
11.68814,52.2197
11.68791,52.21968
11.68762,52.21965
11.68734,52.21962
11.68613,52.2195
11.6856,52.21944
11.68512,52.21938
11.68435,52.21928
11.6838,52.21919
11.68354,52.21915
11.68258,52.21897
11.68246,52.21896
11.68234,52.21893
11.6822,52.2189
11.68125,52.2187
11.68094,52.21863
11.68093,52.21863
11.68084,52.21861
11.68025,52.21846
11.67998,52.2184
11.67955,52.21828
11.67925,52.2182
11.67875,52.21806
11.67835,52.21794
11.67816,52.21788
11.67756,52.2177
11.67748,52.21767
11.67706,52.21753
11.67654,52.21735
11.67626,52.21725
11.67537,52.21691
11.67453,52.21658
11.67436,52.2165
11.67404,52.21636
11.67369,52.2162
11.67352,52.21612
11.6732,52.21597
11.67303,52.21589
11.67262,52.21569
11.67247,52.21562
11.67204,52.21539
11.67165,52.21518
11.67137,52.21503
11.67117,52.21491
11.67076,52.21468
11.6703,52.21442
11.66969,52.21407
11.6695,52.21397
11.66867,52.21349
11.66757,52.21285
11.66723,52.21266
11.66699,52.21252
11.66658,52.21229
11.66624,52.21209
11.6661,52.21202
11.66606,52.21199
11.66597,52.21194
11.66575,52.21182
11.66532,52.21157
11.66515,52.21147
11.66491,52.21133
11.66429,52.21098
11.66363,52.2106
11.6632,52.21035
11.66287,52.21016
11.66161,52.20944
11.66051,52.2088
11.66037,52.20872
11.66036,52.20872
11.66028,52.20867
11.66009,52.20856
11.65956,52.20826
11.65906,52.20798
11.65901,52.20795
11.65879,52.20783
11.65863,52.20774
11.65792,52.20733
11.65735,52.207
11.65657,52.20654
11.65589,52.20616
11.65522,52.20577
11.65505,52.20567
11.65463,52.20543
11.6544,52.20531
11.65387,52.205
11.65331,52.20468
11.65265,52.2043
11.65261,52.20428
11.65227,52.20408
11.65189,52.20385
11.65166,52.20372
11.65116,52.20343
11.65097,52.20332
11.65054,52.20308
11.65027,52.20293
11.65012,52.20285
11.64998,52.20276
11.64967,52.20258
11.64946,52.20246
11.64926,52.20235
11.64907,52.20224
11.64886,52.20212
11.64865,52.202
11.64824,52.20177
11.64808,52.20167
11.64789,52.20156
11.6477,52.20145
11.64731,52.20123
11.64714,52.20113
11.64698,52.20104
11.64681,52.20095
11.64674,52.20091
11.64656,52.2008
11.64627,52.20064
11.64614,52.20056
11.64604,52.20051
11.64581,52.20037
11.64567,52.20029
11.64553,52.20021
11.64548,52.20018
11.64531,52.20009
11.6451,52.19996
11.64491,52.19985
11.64473,52.19975
11.64453,52.19964
11.64434,52.19952
11.64415,52.19942
11.64396,52.19931
11.64377,52.1992
11.64358,52.19909
11.6434,52.19899
11.64319,52.19887
11.64298,52.19875
11.64278,52.19863
11.64243,52.19843
11.64222,52.19831
11.64205,52.19821
11.64185,52.1981
11.64166,52.19799
11.64147,52.19788
11.64127,52.19777
11.64107,52.19765
11.64087,52.19754
11.64067,52.19742
11.64048,52.19731
11.6403,52.19721
11.64012,52.19711
11.63993,52.197
11.63973,52.19688
11.63954,52.19677
11.63936,52.19667
11.63915,52.19655
11.63895,52.19643
11.63877,52.19633
11.63857,52.19622
11.63839,52.19611
11.63821,52.19601
11.63781,52.19578
11.63762,52.19567
11.63744,52.19556
11.63734,52.19551
11.6371,52.19536
11.63693,52.19526
11.63669,52.19513
11.63639,52.19496
11.63611,52.1948
11.63589,52.19468
11.63575,52.1946
11.63554,52.19448
11.63535,52.19437
11.63517,52.19427
11.63496,52.19415
11.63477,52.19404
11.63458,52.19393
11.63439,52.19382
11.63418,52.1937
11.63399,52.19359
11.63381,52.19349
11.63362,52.19338
11.63342,52.19326
11.6332,52.19314
11.63305,52.19304
11.63294,52.19298
11.63282,52.19292
11.63272,52.19286
11.63262,52.1928
11.63246,52.19271
11.63234,52.19264
11.63194,52.19241
11.6316,52.19222
11.63127,52.19203
11.63089,52.19181
11.63037,52.19151
11.62979,52.19118
11.62958,52.19106
11.62926,52.19087
11.62885,52.19064
11.62844,52.1904
11.62828,52.19031
11.62814,52.19024
11.62806,52.19019
11.62789,52.1901
11.6276,52.18994
11.62724,52.18975
11.62718,52.18972
11.62673,52.18949
11.62632,52.18928
11.62617,52.18921
11.62608,52.18917
11.62568,52.18898
11.62562,52.18895
11.62534,52.18883
11.62489,52.18864
11.62441,52.18844
11.62434,52.18841
11.62375,52.18818
11.62329,52.18801
11.62316,52.18796
11.62277,52.18783
11.62247,52.18773
11.62181,52.18751
11.62142,52.18739
11.62056,52.18714
11.62029,52.18707
11.61948,52.18685
11.61894,52.1867
11.61859,52.18661
11.61774,52.18639
11.61718,52.18624
11.61706,52.18621
11.61662,52.18609
11.61653,52.18607
11.61652,52.18607
11.61607,52.18595
11.61571,52.18585
11.61504,52.18568
11.61442,52.18551
11.61436,52.1855
11.61299,52.18513
11.61039,52.18444
11.60993,52.18432
11.60939,52.18418
11.60921,52.18414
11.60912,52.18412
11.60904,52.1841
11.60877,52.18405
11.60794,52.18384
11.6074,52.18369
11.60623,52.18338
11.60607,52.18334
11.60561,52.18322
11.60524,52.18312
11.60511,52.18309
11.60466,52.18297
11.60436,52.18289
11.6037,52.18272
11.6033,52.18261
11.60303,52.18253
11.60302,52.18253
11.60285,52.18247
11.60269,52.18243
11.60261,52.18241
11.6022,52.1823
11.60204,52.18226
11.60169,52.18217
11.60096,52.18197
11.60073,52.18191
11.60001,52.18172
11.59905,52.18147
11.59859,52.18135
11.59783,52.18115
11.59714,52.18096
11.59639,52.18077
11.5956,52.18056
11.59374,52.18007
11.59228,52.17968
11.59133,52.17943
11.591,52.17934
11.59043,52.1792
11.59016,52.17912
11.58995,52.17906
11.58974,52.17899
11.58911,52.17883
11.58739,52.17837
11.58681,52.17822
11.58622,52.17807
11.58506,52.17776
11.58371,52.1774
11.58268,52.17713
11.58112,52.17672
11.5808,52.17663
11.57954,52.1763
11.5787,52.17608
11.57785,52.17585
11.57708,52.17565
11.57628,52.17544
11.57439,52.17494
11.5734,52.17468
11.57202,52.17431
11.57066,52.17395
11.57027,52.17385
11.56821,52.1733
11.56724,52.17305
11.56525,52.17253
11.56497,52.17245
11.56416,52.17224
11.56232,52.17175
11.56039,52.17124
11.55995,52.17112
11.55924,52.17094
11.5583,52.17069
11.55801,52.17062
11.55769,52.17054
11.55762,52.17052
11.55716,52.17041
11.5565,52.17026
11.55595,52.17014
11.55541,52.17004
11.55528,52.17001
11.55513,52.16998
11.55489,52.16994
11.55452,52.16987
11.55399,52.16978
11.55354,52.16971
11.55289,52.16961
11.55232,52.16953
11.55118,52.16936
11.55004,52.16919
11.54838,52.16894
11.54634,52.16864
11.54586,52.16857
11.54534,52.16849
11.54439,52.16837
11.54376,52.16829
11.54325,52.16821
11.543,52.16817
11.54247,52.16809
11.54221,52.16805
11.54198,52.16801
11.54172,52.16797
11.54144,52.16793
11.5412,52.16789
11.54089,52.16785
11.5407,52.16782
11.54054,52.16779
11.53997,52.16771
11.53974,52.16767
11.53968,52.16766
11.53943,52.16762
11.53918,52.16759
11.53829,52.16746
11.53821,52.16745
11.53757,52.16735
11.53712,52.16728
11.53563,52.16706
11.53419,52.16685
11.5339,52.1668
11.53361,52.16676
11.53331,52.16672
11.53309,52.16669
11.5323,52.16657
11.53211,52.16654
11.53208,52.16653
11.53105,52.16638
11.52999,52.16622
11.52956,52.16616
11.52908,52.16609
11.52898,52.16608
11.52824,52.16596
11.52785,52.16591
11.52742,52.16584
11.52705,52.16579
11.52685,52.16576
11.52656,52.16572
11.52628,52.16567
11.52595,52.16563
11.52572,52.16559
11.52544,52.16555
11.52507,52.1655
11.52494,52.16548
11.52477,52.16545
11.52448,52.16541
11.52422,52.16537
11.52397,52.16534
11.52388,52.16533
11.52379,52.16532
11.5236,52.16529
11.52343,52.16527
11.52321,52.16524
11.52303,52.16522
11.52292,52.1652
11.52269,52.16517
11.52244,52.16514
11.52212,52.1651
11.52192,52.16508
11.52167,52.16506
11.52138,52.16503
11.52116,52.16501
11.5208,52.16498
11.52034,52.16495
11.51989,52.16493
11.51942,52.16491
11.51911,52.1649
11.51794,52.16486
11.51765,52.16485
11.51739,52.16485
11.51639,52.16486
11.51629,52.16486
11.51609,52.16487
11.51606,52.16487
11.51605,52.16487
11.51581,52.16487
11.5158,52.16487
11.51564,52.16488
11.51514,52.1649
11.5146,52.16494
11.51447,52.16494
11.51424,52.16496
11.51396,52.16498
11.51359,52.16501
11.51332,52.16503
11.51319,52.16504
11.51291,52.16507
11.51269,52.16509
11.51243,52.16513
11.5119,52.1652
11.51165,52.16523
11.51133,52.16528
11.51114,52.1653
11.51089,52.16534
11.51064,52.16538
11.51041,52.16542
11.51015,52.16547
11.50992,52.16551
11.50974,52.16554
11.5097,52.16554
11.50932,52.16559
11.50887,52.16565
11.50868,52.16569
11.50829,52.16575
11.50793,52.16582
11.50779,52.16585
11.50735,52.16595
11.50692,52.16605
11.50687,52.16606
11.50676,52.16609
11.50664,52.16613
11.50627,52.16622
11.50588,52.16633
11.50552,52.16643
11.50525,52.1665
11.50483,52.16662
11.50479,52.16664
11.50441,52.16676
11.50412,52.16685
11.50382,52.16694
11.50362,52.167
11.50337,52.1671
11.50267,52.16735
11.50249,52.16742
11.502,52.16763
11.50168,52.16775
11.50149,52.16782
11.50118,52.16794
11.50104,52.16799
11.50048,52.1682
11.50024,52.1683
11.49998,52.1684
11.49983,52.16846
11.49978,52.16848
11.49959,52.16856
11.49926,52.16869
11.49904,52.16878
11.49894,52.16882
11.49875,52.1689
11.49834,52.16907
11.49785,52.16927
11.49701,52.16962
11.49654,52.16981
11.49635,52.16989
11.49615,52.16997
11.49548,52.17025
11.49525,52.17034
11.49504,52.17043
11.49484,52.17052
11.49461,52.17061
11.4944,52.1707
11.49419,52.17079
11.49398,52.17088
11.49374,52.17098
11.4935,52.17108
11.49329,52.17117
11.49306,52.17127
11.49296,52.17131
11.49231,52.17155
11.49177,52.17178
11.4908,52.17218
11.49005,52.17251
11.48958,52.17269
11.48912,52.17287
11.48889,52.17297
11.48851,52.17312
11.48799,52.17333
11.48774,52.17343
11.4875,52.17352
11.48725,52.17363
11.48705,52.17371
11.48684,52.17379
11.48661,52.17387
11.48647,52.17393
11.48645,52.17393
11.48608,52.17409
11.48591,52.17416
11.48576,52.17423
11.48555,52.17433
11.48535,52.17443
11.4851,52.17453
11.48497,52.17459
11.48484,52.17464
11.48472,52.17469
11.48422,52.17488
11.48398,52.17498
11.48378,52.17507
11.48355,52.17516
11.48311,52.17533
11.48291,52.17542
11.4827,52.1755
11.4825,52.17558
11.48226,52.17568
11.48204,52.17576
11.4818,52.17586
11.48157,52.17595
11.48128,52.17605
11.48111,52.17611
11.48089,52.17619
11.48062,52.17627
11.48042,52.17634
11.4802,52.17641
11.47997,52.17648
11.47975,52.17655
11.47889,52.1768
11.47874,52.17685
11.47853,52.17691
11.47829,52.17697
11.47779,52.17712
11.47762,52.17717
11.47743,52.17722
11.47717,52.17729
11.47694,52.17736
11.47671,52.17742
11.47647,52.17749
11.47623,52.17756
11.47556,52.17775
11.47504,52.1779
11.47481,52.17796
11.4746,52.17802
11.47434,52.17809
11.47397,52.1782
11.47364,52.17829
11.4734,52.17836
11.47317,52.17843
11.47291,52.1785
11.47269,52.17856
11.47244,52.17863
11.4722,52.1787
11.47197,52.17877
11.47157,52.17888
11.47128,52.17896
11.47105,52.17903
11.47078,52.1791
11.47055,52.17917
11.47031,52.17924
11.47002,52.17932
11.46982,52.17938
11.46959,52.17944
11.46936,52.17951
11.46913,52.17958
11.46888,52.17965
11.46865,52.17971
11.4684,52.17978
11.46812,52.17986
11.46788,52.17994
11.4677,52.17999
11.46746,52.18005
11.46722,52.18012
11.46698,52.18019
11.46674,52.18026
11.46652,52.18032
11.46627,52.18039
11.46604,52.18046
11.4658,52.18053
11.46556,52.1806
11.46531,52.18067
11.46493,52.18078
11.46477,52.18083
11.46461,52.18088
11.46398,52.18106
11.46254,52.18146
11.4623,52.18153
11.46203,52.18161
11.46015,52.18214
11.45975,52.18226
11.45742,52.18292
11.45689,52.18307
11.45662,52.18315
11.45637,52.18322
11.45537,52.18351
11.45505,52.1836
11.45454,52.18374
11.45414,52.18385
11.4532,52.18412
11.45271,52.18426
11.45224,52.18439
11.45127,52.18467
11.45071,52.18483
11.44942,52.1852
11.44892,52.18533
11.44865,52.18541
11.44786,52.18564
11.44753,52.18573
11.4468,52.18593
11.44629,52.18608
11.44589,52.18619
11.4458,52.18622
11.44565,52.18626
11.4455,52.18631
11.44525,52.18638
11.44447,52.1866
11.443,52.18701
11.44278,52.18707
11.44239,52.18717
11.44202,52.18726
11.44153,52.18738
11.44104,52.18749
11.44077,52.18755
11.44069,52.18757
11.44022,52.18766
11.43984,52.18774
11.43935,52.18783
11.43905,52.18789
11.43866,52.18795
11.43826,52.18801
11.43797,52.18806
11.43772,52.18809
11.43749,52.18812
11.43733,52.18814
11.43674,52.18822
11.43651,52.18824
11.43622,52.18827
11.43597,52.1883
11.43571,52.18833
11.43544,52.18835
11.43521,52.18837
11.43506,52.18838
11.43485,52.1884
11.43462,52.18842
11.43454,52.18842
11.4341,52.18845
11.43377,52.18847
11.4333,52.18849
11.43284,52.18851
11.4326,52.18852
11.43241,52.18852
11.43224,52.18852
11.43208,52.18853
11.43176,52.18853
11.43154,52.18853
11.43131,52.18853
11.43108,52.18853
11.43068,52.18853
11.43047,52.18853
11.43022,52.18852
11.42988,52.18851
11.42945,52.1885
11.42929,52.1885
11.42876,52.18848
11.42862,52.18848
11.42859,52.18848
11.42831,52.18847
11.42787,52.18845
11.42754,52.18845
11.42737,52.18844
11.42692,52.18842
11.4259,52.18839
11.42565,52.18839
11.42515,52.18837
11.4244,52.18835
11.42427,52.18834
11.42278,52.1883
11.42151,52.18826
11.42122,52.18825
11.42082,52.18824
11.42058,52.18823
11.42025,52.18822
11.42001,52.18821
11.41976,52.1882
11.41951,52.1882
11.41926,52.18819
11.41899,52.18818
11.41873,52.18817
11.41856,52.18817
11.41826,52.18816
11.41786,52.18815
11.41766,52.18814
11.41739,52.18813
11.41712,52.18813
11.41685,52.18812
11.4166,52.18811
11.41633,52.1881
11.41609,52.1881
11.41583,52.18809
11.41557,52.18808
11.4151,52.18806
11.41505,52.18806
11.41483,52.18805
11.4146,52.18805
11.41436,52.18804
11.41426,52.18804
11.41414,52.18803
11.41388,52.18802
11.41373,52.18802
11.41346,52.18801
11.4132,52.188
11.41295,52.18799
11.41269,52.18799
11.41243,52.18798
11.41221,52.18797
11.412,52.18797
11.41171,52.18796
11.41162,52.18795
11.41159,52.18795
11.41141,52.18795
11.41112,52.18794
11.41104,52.18794
11.41102,52.18794
11.4107,52.18792
11.41052,52.18792
11.40995,52.1879
11.4095,52.18788
11.40905,52.18787
11.4084,52.18785
11.40818,52.18784
11.40789,52.18783
11.40764,52.18783
11.40758,52.18782
11.40754,52.18782
11.40671,52.1878
11.40636,52.18779
11.40617,52.18778
11.40578,52.18777
11.40548,52.18776
11.40518,52.18775
11.4048,52.18774
11.4046,52.18773
11.40429,52.18772
11.40393,52.18771
11.40378,52.1877
11.40373,52.1877
11.40191,52.18765
11.40167,52.18765
11.40099,52.18764
11.40041,52.18762
11.39975,52.1876
11.39965,52.1876
11.39942,52.18759
11.39917,52.18759
11.39872,52.18758
11.39841,52.18757
11.39769,52.18755
11.39707,52.18753
11.3968,52.18752
11.39658,52.18751
11.39594,52.18748
11.39531,52.18746
11.39488,52.18744
11.39442,52.1874
11.39383,52.18738
11.39306,52.18737
11.39229,52.18734
11.39169,52.18732
11.39086,52.18729
11.39054,52.18728
11.39027,52.18728
11.38995,52.18728
11.3899,52.18728
11.38923,52.18728
11.38902,52.18728
11.38809,52.18729
11.3879,52.1873
11.38707,52.1873
11.38668,52.18731
11.38605,52.18732
11.38543,52.18731
11.38454,52.1873
11.38278,52.18728
11.3826,52.18728
11.38161,52.18726
11.38081,52.18726
11.38052,52.18726
11.38039,52.18725
11.3799,52.18726
11.37951,52.18726
11.37877,52.18725
11.37855,52.18725
11.37847,52.18725
11.37767,52.18724
11.37729,52.18723
11.37699,52.18723
11.37663,52.18723
11.37647,52.18723
11.37606,52.18722
11.37554,52.18722
11.37534,52.18722
11.37523,52.18722
11.37505,52.18722
11.37474,52.18722
11.37445,52.18722
11.37396,52.18722
11.37377,52.18721
11.3735,52.18721
11.37319,52.18721
11.373,52.18721
11.37283,52.18721
11.37265,52.18721
11.37189,52.18721
11.37166,52.18721
11.37145,52.1872
11.37119,52.1872
11.37103,52.1872
11.37086,52.1872
11.37025,52.1872
11.36977,52.18719
11.369,52.1872
11.36832,52.1872
11.36766,52.18719
11.36707,52.18719
11.36665,52.18719
11.36611,52.18718
11.36572,52.18718
11.36558,52.18718
11.36541,52.18717
11.36514,52.18718
11.36504,52.18718
11.3648,52.18718
11.36417,52.18717
11.36382,52.18716
11.36362,52.18716
11.36335,52.18715
11.36285,52.18715
11.36254,52.18714
11.36197,52.18714
11.36158,52.18714
11.36139,52.18714
11.36136,52.18714
11.36071,52.18715
11.3606,52.18715
11.36044,52.18715
11.36021,52.18715
11.35989,52.18715
11.35924,52.18715
11.35873,52.18715
11.35798,52.18715
11.35719,52.18715
11.35699,52.18716
11.35612,52.18717
11.35588,52.18718
11.35566,52.18718
11.35535,52.18719
11.3551,52.1872
11.35454,52.18722
11.35418,52.18724
11.35399,52.18725
11.3536,52.18727
11.35324,52.18729
11.35309,52.1873
11.35283,52.18732
11.35237,52.18735
11.3522,52.18736
11.35195,52.18737
11.35176,52.18739
11.35137,52.18742
11.35093,52.18745
11.35046,52.18749
11.35038,52.1875
11.35011,52.18752
11.34965,52.18756
11.34931,52.18759
11.34906,52.18761
11.34899,52.18762
11.34892,52.18762
11.3486,52.18765
11.34847,52.18767
11.34649,52.18785
11.34606,52.18788
11.34577,52.18791
11.34548,52.18794
11.34529,52.18796
11.34482,52.188
11.34463,52.18802
11.34449,52.18804
11.34425,52.18806
11.34401,52.18808
11.34374,52.1881
11.34349,52.18813
11.34347,52.18813
11.34323,52.18815
11.34304,52.18817
11.34245,52.18823
11.34216,52.18826
11.34189,52.18829
11.34149,52.18832
11.34092,52.18836
11.34063,52.18838
11.34053,52.18838
11.34009,52.18842
11.33985,52.18842
11.33961,52.18844
11.33943,52.18846
11.33936,52.18846
11.33914,52.18848
11.33907,52.18849
11.33875,52.18852
11.33849,52.18855
11.33827,52.18857
11.33798,52.18859
11.33771,52.18861
11.33752,52.18863
11.33722,52.18866
11.33695,52.18868
11.3367,52.1887
11.33646,52.18872
11.33622,52.18875
11.33596,52.18877
11.33568,52.1888
11.33542,52.18882
11.33517,52.18885
11.33489,52.18887
11.3347,52.18889
11.33467,52.18889
11.33337,52.18901
11.33332,52.18901
11.3329,52.18905
11.33254,52.18908
11.33223,52.18911
11.33202,52.18913
11.33175,52.18915
11.33151,52.18918
11.33136,52.18919
11.3312,52.18921
11.33096,52.18924
11.33068,52.18927
11.33052,52.18928
11.33025,52.1893
11.32995,52.18933
11.32984,52.18934
11.32969,52.18935
11.32936,52.18938
11.32877,52.18942
11.3281,52.18947
11.32774,52.18949
11.32763,52.1895
11.32713,52.18954
11.32572,52.18968
11.3254,52.18971
11.32452,52.18979
11.32425,52.18981
11.32398,52.18984
11.32374,52.18986
11.32323,52.18991
11.3231,52.18992
11.32302,52.18992
11.32259,52.18997
11.32216,52.19
11.32188,52.19003
11.32138,52.19008
11.32047,52.19016
11.32017,52.19018
11.31991,52.19021
11.31974,52.19023
11.3196,52.19024
11.31946,52.19025
11.31931,52.19026
11.31917,52.19028
11.31902,52.19029
11.31815,52.19037
11.31756,52.19041
11.31685,52.19046
11.31636,52.19051
11.3159,52.19056
11.31525,52.19062
11.31454,52.19068
11.31384,52.19074
11.31361,52.19076
11.31307,52.1908
11.31257,52.19085
11.31203,52.19089
11.31149,52.19094
11.31098,52.19099
11.31021,52.19105
11.30996,52.19108
11.30944,52.19112
11.30866,52.19119
11.30784,52.19127
11.30711,52.19133
11.30658,52.19138
11.30592,52.19144
11.30503,52.19152
11.3045,52.19157
11.30363,52.19165
11.30335,52.19168
11.30277,52.19173
11.3024,52.19177
11.30203,52.19181
11.30133,52.19189
11.30036,52.192
11.2999,52.19205
11.29961,52.19209
11.29876,52.19219
11.2983,52.19225
11.29734,52.19237
11.29605,52.19255
11.29596,52.19256
11.2959,52.19257
11.29562,52.1926
11.29534,52.19264
11.29516,52.19266
11.2945,52.19275
11.29425,52.19279
11.29398,52.19282
11.29374,52.19285
11.29348,52.19289
11.29322,52.19292
11.29296,52.19296
11.29271,52.19299
11.29244,52.19303
11.29219,52.19306
11.29195,52.19309
11.2919,52.1931
11.29164,52.19313
