lat,lng
51.2121,4.52985
51.21211,4.52386
51.21211,4.52944
51.21212,4.52401
51.21213,4.52458
51.21213,4.52876
51.21214,4.52507
51.21214,4.52838
51.21215,4.46128
51.21215,4.52542
51.21216,4.52585
51.21216,4.52628
51.21216,4.5269
51.21216,4.52734
51.21216,4.52769
51.21222,4.6256
51.21228,4.4611
51.21238,4.62604
51.21253,4.46079
51.21254,4.46078
51.21258,4.46074
51.21258,4.6266
51.2128,4.46049
51.21293,4.62758
51.21295,4.62762
51.21296,4.62766
51.21308,4.4602
51.21313,4.6281
51.21325,4.62844
51.21331,4.62858
51.21338,4.62876
51.21357,4.62927
51.2136,4.62934
51.21364,4.45968
51.21365,4.62947
51.2137,4.6296
51.21379,4.4406
51.2138,4.44039
51.2138,4.44078
51.21381,4.44084
51.21382,4.44021
51.21383,4.44094
51.21384,4.62996
51.21387,4.44115
51.21391,4.45944
51.21392,4.43952
51.21393,4.4414
51.214,4.44162
51.21405,4.63048
51.21407,4.43847
51.2141,4.45927
51.21418,4.6308
51.21425,4.44242
51.21429,4.4591
51.2143,4.63109
51.21431,4.43722
51.21437,4.63127
51.21441,4.43668
51.21441,4.4429
51.21444,4.63145
51.21448,4.44312
51.21451,4.4589
51.21459,4.43581
51.21461,4.63185
51.21465,4.44368
51.21473,4.43512
51.21473,4.44391
51.21479,4.63229
51.2148,4.45862
51.21498,4.45845
51.21499,4.43403
51.21505,4.63289
51.21506,4.43377
51.21507,4.44491
51.21511,4.44503
51.21514,4.43351
51.21515,4.44517
51.21517,4.63315
51.2152,4.63323
51.21521,4.44535
51.21526,4.45815
51.21527,4.44556
51.21527,4.45813
51.2153,4.63347
51.21536,4.43274
51.21536,4.458
51.2154,4.43263
51.2154,4.44592
51.21544,4.44604
51.21544,4.63376
51.21546,4.45787
51.21548,4.43237
51.21554,4.44634
51.21556,4.43212
51.21556,4.45772
51.21557,4.45771
51.2156076,4.4465437
51.21561,4.44654
51.21563,4.45761
51.21566,4.43186
51.21569,4.4468
51.21571,4.45747
51.21572,4.44699
51.21574,4.43164
51.21575,4.44718
51.21576,4.63448
51.21577,4.44733
51.21578,4.44748
51.21579,4.4573
51.21581,4.44793
51.21581,4.45727
51.21584,4.44838
51.21584,4.63465
51.21586,4.45716
51.21587,4.44892
51.2159,4.44947
51.21592,4.457
51.21594,4.43113
51.21594,4.45009
51.21594,4.45696
51.21595,4.63491
51.21598,4.4507
51.21598,4.45682
51.216,4.45679
51.21602,4.45132
51.21603,4.43091
51.21604,4.4516
51.21605,4.6351
51.21606,4.45659
51.21608,4.4565
51.21608,4.45651
51.2161,4.4523
51.21612,4.4307
51.21612,4.45636
51.21616,4.45304
51.21616,4.45617
51.21617,4.45611
51.21619,4.45594
51.2162,4.45344
51.21622,4.43051
51.21622,4.45572
51.21623,4.4538
51.21623,4.45558
51.21624,4.45547
51.216247,4.4548272
51.21625,4.45483
51.21625,4.45503
51.21625,4.45519
51.21625,4.45533
51.21625,4.45536
51.21625,4.4554
51.21625,4.63554
51.21626,4.4541
51.21627,4.45428
51.2163,4.45467
51.2163,4.45468
51.21631,4.43036
51.21633,4.63569
51.21639,4.43028
51.21648,4.43017
51.21658,4.43005
51.21673,4.42985
51.21674,4.63653
51.21678,4.42976
51.21693,4.42954
51.21699,4.63702
51.21704,4.42937
51.21706,4.63715
51.21706,4.63716
51.21714,4.42917
51.21723,4.42894
51.21731,4.42868
51.21735,4.42855
51.21738,4.6378
51.21744,4.63791
51.21745,4.42816
51.21748,4.42804
51.21754,4.63809
51.21759,4.42761
51.21763,4.42746
51.21767,4.42731
51.2177,4.42723
51.21776,4.42705
51.21777,4.427
51.21777,4.63853
51.21783,4.42678
51.21785,4.42671
51.21785,4.63868
51.21789,4.42657
51.21792,4.63881
51.21795,4.42639
51.21799,4.42625
51.21802,4.42615
51.21804,4.42604
51.21806,4.63906
51.21807,4.42588
51.2181,4.42573
51.21816,4.42545
51.21822,4.42518
51.21822,4.63937
51.21824,4.42505
51.21828,4.42491
51.21828,4.63948
51.21834,4.42466
51.21839,4.63966
51.21841,4.42439
51.21848,4.42413
51.21849,4.42411
51.21851,4.63988
51.21854,4.42394
51.21866,4.4235
51.21869,4.42322
51.21871,4.42304
51.21873,4.42276
51.21874,4.64028
51.21877,4.42239
51.21881,4.422
51.21883,4.42184
51.21886,4.42167
51.21888,4.64054
51.21896,4.42152
51.21899,4.42138
51.21903,4.64081
51.21907,4.42071
51.21911,4.64093
51.21919,4.64107
51.21926,4.41956
51.21934,4.64134
51.21946,4.4184
51.21949,4.64159
51.21959,4.41747
51.21959,4.64176
51.21967,4.41694
51.21967,4.6419
51.21975,4.41641
51.21976,4.64204
51.219789,4.4162004
51.21979,4.4162
51.21983,4.41589
51.21983,4.64217
51.21987,4.41563
51.2199,4.41532
51.2199023,4.4153197
51.21992,4.41512
51.21993,4.41499
51.21993,4.64234
51.22005,4.41427
51.22009,4.41383
51.22011,4.64264
51.22012,4.41357
51.22014,4.41334
51.22026,4.64289
51.22033,4.41196
51.2204,4.41157
51.22042,4.41148
51.22057,4.64339
51.22067,4.40998
51.2206739,4.4099785
51.2207,4.64362
51.22075,4.4093
51.22081,4.6438
51.2209,4.40786
51.22092,4.4077
51.22093,4.40765
51.22099,4.40708
51.22103,4.40682
51.22103,4.64416
51.2211,4.64427
51.22121,4.64444
51.22127,4.40519
51.22127,4.40519
51.22132,4.40516
51.221341,4.4051575
51.22145,4.64484
51.22195,4.64564
51.22206,4.64581
51.22212,4.64591
51.2222,4.64604
51.22228,4.64616
51.22238,4.64633
51.22253,4.64655
51.22267,4.6468
51.22271,4.64686
51.22292,4.64719
51.22332,4.64781
51.22341,4.64797
51.22348,4.64807
51.22354,4.64817
51.22356,4.6482
51.22364,4.64832
51.22367,4.64837
51.22372,4.64845
51.2238,4.64857
51.22394,4.64882
51.22405,4.64898
51.22421,4.64924
51.22436,4.64948
51.22446,4.64964
51.22447,4.64965
51.22452,4.64974
51.22459,4.64985
51.22468,4.65
51.22477,4.65014
51.22484,4.65025
51.22493,4.6504
51.22501,4.65052
51.22509,4.65064
51.22516,4.65076
51.22523,4.65088
51.22531,4.651
51.22539,4.65112
51.22547,4.65125
51.22554,4.65137
51.22555,4.65139
51.22561,4.65149
51.2257,4.65163
51.22578,4.65176
51.22586,4.65188
51.22594,4.65201
51.22602,4.65214
51.2261,4.65226
51.22618,4.65239
51.22642,4.65277
51.22657,4.65302
51.22672,4.65325
51.22688,4.65351
51.22705,4.65379
51.2272,4.65403
51.22733,4.65424
51.22743,4.6544
51.2275,4.65451
51.22759,4.65465
51.22768,4.6548
51.22777,4.65494
51.22862,4.65629
51.22873,4.65647
51.22883,4.65663
51.22915,4.65714
51.22915,4.65715
51.22928,4.65735
51.22938,4.6575
51.22952,4.65773
51.22966,4.65796
51.22969,4.658
51.22971,4.65803
51.23008,4.65861
51.23008,4.65862
51.23023,4.65887
51.23037,4.65912
51.23045,4.65924
51.23058,4.65946
51.2307,4.65966
51.2308,4.65984
51.23093,4.66006
51.23113,4.66036
51.23137,4.66074
51.23144,4.66084
51.23165,4.66116
51.23187,4.66149
51.23204,4.66175
51.2322,4.662
51.23228,4.66212
51.23238,4.66227
51.23286,4.66304
51.2331,4.66342
51.23326,4.66367
51.23341,4.66392
51.23357,4.66417
51.23373,4.66443
51.2341,4.66501
51.23453,4.6657
51.23474,4.66605
51.2349,4.6663
51.23518,4.66676
51.23531,4.66698
51.23545,4.66722
51.23568,4.66762
51.23582,4.66786
51.23594,4.66807
51.23599,4.66818
51.23623,4.66861
51.23641,4.66893
51.23648,4.66908
51.23661,4.66933
51.23683,4.66975
51.23687,4.66983
51.23694,4.66997
51.23708,4.67026
51.23722,4.67053
51.23734,4.67079
51.23761,4.67137
51.23769,4.67152
51.23788,4.67195
51.23794,4.67209
51.23813,4.67253
51.23838,4.67313
51.2387,4.67392
51.23884,4.67428
51.23886,4.67435
51.23892,4.67451
51.23898,4.67466
51.23904,4.67481
51.23909,4.67496
51.23915,4.67513
51.23921,4.67529
51.23926,4.67543
51.23932,4.67559
51.23938,4.67576
51.23943,4.6759
51.23947,4.67606
51.23953,4.67622
51.23955,4.67629
51.23958,4.67638
51.23963,4.67653
51.23969,4.67669
51.23974,4.67686
51.23979,4.67701
51.23984,4.67717
51.23989,4.67733
51.23994,4.67749
51.24,4.67766
51.24005,4.67782
51.2401,4.67799
51.24015,4.67815
51.2402,4.67831
51.24025,4.67848
51.24027,4.67857
51.24036,4.67885
51.24038,4.67893
51.24048,4.67928
51.24056,4.67957
51.24059,4.67971
51.24061,4.67978
51.24066,4.67994
51.2407,4.68009
51.24074,4.68027
51.24078,4.68042
51.24083,4.68059
51.24087,4.68077
51.241,4.68127
51.24104,4.68143
51.24107,4.68159
51.24112,4.68177
51.24115,4.68194
51.24119,4.6821
51.24123,4.68227
51.24127,4.68243
51.24131,4.68261
51.24135,4.68278
51.24138,4.68295
51.24142,4.68311
51.24145,4.68328
51.24149,4.68346
51.24153,4.68364
51.24156,4.68378
51.2416,4.68396
51.24163,4.68414
51.24166,4.6843
51.2417,4.68448
51.24173,4.68465
51.24175,4.68477
51.24176,4.68482
51.2418,4.685
51.24183,4.68517
51.24188,4.68547
51.24192,4.68567
51.24195,4.68585
51.24198,4.68602
51.24201,4.6862
51.24204,4.68637
51.24207,4.68658
51.24209,4.68671
51.24212,4.68688
51.24215,4.68705
51.24217,4.68722
51.2422,4.68741
51.24223,4.6876
51.24226,4.68777
51.24228,4.68794
51.24231,4.6881
51.24233,4.68828
51.24236,4.68846
51.24238,4.68863
51.24241,4.68882
51.24243,4.68898
51.24245,4.68917
51.2425,4.68951
51.24255,4.68986
51.24257,4.69006
51.24259,4.69021
51.24261,4.69038
51.24263,4.69055
51.24265,4.69072
51.24267,4.69088
51.24272,4.69126
51.24274,4.69143
51.24276,4.69162
51.24286,4.69254
51.24296,4.69354
51.24299,4.6938
51.243,4.69395
51.24301,4.69406
51.24303,4.69424
51.24303,4.69433
51.24306,4.6946
51.24308,4.69486
51.24309,4.69496
51.24311,4.69515
51.24312,4.69528
51.24315,4.69568
51.24317,4.69586
51.2432,4.69621
51.24322,4.69661
51.24325,4.69692
51.24326,4.69709
51.24327,4.69726
51.24329,4.69744
51.2433,4.69762
51.24331,4.6978
51.24333,4.69815
51.24335,4.69834
51.24336,4.69849
51.24336,4.69852
51.24337,4.69869
51.24339,4.69904
51.24341,4.6994
51.24342,4.69958
51.24346,4.70028
51.24347,4.70064
51.24348,4.70083
51.24349,4.70099
51.24351,4.70142
51.24351,4.70156
51.24353,4.70193
51.24353,4.70207
51.24354,4.70225
51.24354,4.73908
51.24354,4.73944
51.24354,4.73963
51.24354,4.73999
51.24354,4.74024
51.24354,4.74069
51.24354,4.74087
51.24354,4.74125
51.24354,4.74195
51.24354,4.74215
51.24354,4.74249
51.24354,4.74287
51.24354,4.74316
51.24354,4.74357
51.24355,4.70243
51.24355,4.73728
51.24355,4.73748
51.24355,4.73781
51.24355,4.73818
51.24355,4.73836
51.24355,4.73872
51.24355,4.7389
51.24355,4.74428
51.24355,4.74463
51.24355,4.74486
51.24356,4.70264
51.24356,4.73586
51.24356,4.73604
51.24356,4.73622
51.24356,4.7364
51.24356,4.73658
51.24356,4.73675
51.24356,4.73693
51.24356,4.73711
51.24356,4.74566
51.24356,4.74571
51.24356,4.74588
51.24356,4.74608
51.24356,4.74629
51.24357,4.70296
51.24357,4.73425
51.24357,4.73444
51.24357,4.73479
51.24357,4.73497
51.24357,4.73514
51.24357,4.73532
51.24357,4.7355
51.24357,4.74652
51.24357,4.74673
51.24357,4.74692
51.24358,4.73263
51.24358,4.73282
51.24358,4.733
51.24358,4.73318
51.24358,4.73336
51.24358,4.73354
51.24358,4.73371
51.24358,4.73389
51.24358,4.73407
51.24358,4.74715
51.24358,4.74735
51.24358,4.74757
51.24359,4.70369
51.24359,4.73104
51.24359,4.7314
51.24359,4.73175
51.24359,4.73193
51.24359,4.7321
51.24359,4.73229
51.24359,4.73247
51.24359,4.74779
51.24359,4.748
51.2436,4.72932
51.2436,4.7296
51.2436,4.72978
51.2436,4.72996
51.2436,4.73013
51.2436,4.73032
51.2436,4.7305
51.2436,4.73067
51.2436,4.73085
51.2436,4.74821
51.2436,4.74842
51.24361,4.70457
51.24361,4.72798
51.24361,4.72816
51.24361,4.72834
51.24361,4.72853
51.24361,4.7287
51.24361,4.72889
51.24361,4.72906
51.24361,4.74886
51.24362,4.72675
51.24362,4.72726
51.24362,4.72746
51.24362,4.7493
51.24362,4.74934
51.24363,4.70511
51.24363,4.70529
51.24363,4.72498
51.24363,4.72605
51.24363,4.74965
51.24364,4.70547
51.24364,4.70583
51.24364,4.75012
51.24365,4.706
51.24366,4.72032
51.24366,4.72033
51.24366,4.72062
51.24366,4.72063
51.24366,4.72067
51.24366,4.7208
51.24366,4.72089
51.24366,4.75054
51.24366,4.75074
51.24368,4.70768
51.24368,4.70814
51.24368,4.71673
51.24368,4.71782
51.24368,4.71783
51.24368,4.75109
51.24369,4.70828
51.24369,4.71649
51.24369,4.75141
51.2437,4.70956
51.2437,4.71037
51.2437,4.71138
51.2437,4.71152
51.2437,4.71167
51.2437,4.71213
51.2437,4.71253
51.2437,4.71317
51.2437,4.71343
51.2437,4.71489
51.2437,4.75163
51.24371,4.71174
51.24371,4.71198
51.24371,4.75199
51.24373,4.75251
51.24374,4.75271
51.24376,4.75325
51.24377,4.75343
51.24378,4.75353
51.24379,4.75375
51.2438,4.75394
51.24381,4.75413
51.24381,4.7543
51.24382,4.75447
51.24383,4.75465
51.24384,4.75484
51.24386,4.7552
51.24387,4.75538
51.24388,4.75554
51.2439,4.7559
51.24392,4.75609
51.24393,4.75626
51.24394,4.75644
51.24395,4.75663
51.24396,4.75681
51.24397,4.75699
51.24398,4.75716
51.244,4.75734
51.24401,4.75752
51.24402,4.7577
51.24405,4.75804
51.24407,4.75839
51.2441,4.75874
51.24414,4.75926
51.24417,4.7596
51.24418,4.75983
51.2442,4.75998
51.24422,4.76021
51.24424,4.76052
51.24427,4.76087
51.24429,4.7611
51.24437,4.76192
51.24441,4.76231
51.24445,4.76279
51.2445,4.76323
51.24453,4.76353
51.24458,4.76407
51.24463,4.76452
51.24476,4.76565
51.24478,4.76585
51.2448,4.766
51.24482,4.76619
51.24489,4.76674
51.24495,4.76724
51.24497,4.76739
51.245,4.7676
51.24502,4.76776
51.24504,4.76795
51.24506,4.76813
51.24509,4.7683
51.24511,4.76849
51.24516,4.76884
51.2452,4.76917
51.24525,4.76954
51.2453,4.76988
51.24535,4.77022
51.24543,4.77076
51.24548,4.77108
51.24556,4.77161
51.24561,4.77196
51.24567,4.77233
51.24572,4.77267
51.24578,4.77301
51.24584,4.77336
51.24592,4.77388
51.24598,4.77423
51.24604,4.77457
51.2461,4.77491
51.24616,4.77525
51.2462,4.77542
51.24623,4.7756
51.24626,4.77575
51.24632,4.77608
51.24639,4.77645
51.24646,4.77681
51.24652,4.77714
51.24664,4.77774
51.24682,4.77863
51.24707,4.77982
51.24734,4.78099
51.24769,4.78251
51.24799,4.78367
51.2482,4.7845
51.24855,4.78581
51.24898,4.78728
51.24929,4.78831
51.24933,4.78845
51.24938,4.78862
51.24943,4.78877
51.24948,4.78894
51.24954,4.7891
51.24954,4.78911
51.24959,4.78926
51.24964,4.78941
51.24968,4.78956
51.24974,4.78972
51.24979,4.78988
51.24984,4.79005
51.24994,4.79034
51.25005,4.79067
51.25011,4.79084
51.25016,4.79099
51.25021,4.79115
51.25032,4.79144
51.25037,4.79161
51.25042,4.79175
51.25049,4.79193
51.25054,4.79208
51.25059,4.79222
51.25065,4.79238
51.2507,4.79252
51.25076,4.79269
51.25082,4.79285
51.25088,4.79301
51.251,4.79332
51.2511,4.79361
51.25122,4.79391
51.25134,4.79423
51.25145,4.79452
51.25151,4.79467
51.25162,4.79496
51.25175,4.79528
51.25187,4.79558
51.25204,4.796
51.25218,4.79633
51.25224,4.79647
51.25236,4.79677
51.25261,4.79735
51.25274,4.79765
51.25287,4.79795
51.25294,4.79809
51.25307,4.79838
51.25307,4.79839
51.25313,4.79851
51.25319,4.79867
51.25326,4.79882
51.25333,4.79896
51.25339,4.7991
51.25345,4.79922
51.25346,4.79925
51.25352,4.79938
51.25359,4.79954
51.25366,4.79968
51.25373,4.79983
51.2538,4.79998
51.25387,4.80012
51.25393,4.80026
51.254,4.8004
51.25407,4.80054
51.2542,4.80081
51.25427,4.80096
51.25434,4.80109
51.2544,4.80122
51.25448,4.80137
51.25451,4.80144
51.25461,4.80163
51.25468,4.80178
51.25476,4.80193
51.25483,4.80206
51.25497,4.80235
51.25511,4.80262
51.25519,4.80276
51.25548,4.80331
51.25584,4.80399
51.25594,4.80416
51.25651,4.80519
51.25665,4.80544
51.25673,4.80558
51.25688,4.80585
51.2571,4.80623
51.25718,4.80637
51.25732,4.80662
51.25756,4.80703
51.25778,4.80741
51.25793,4.80767
51.25808,4.80792
51.25833,4.80836
51.2584,4.80847
51.25855,4.80872
51.2587,4.80897
51.25886,4.80924
51.25894,4.80938
51.25909,4.80964
51.25917,4.80977
51.25932,4.81002
51.2594,4.81015
51.25946,4.81026
51.25963,4.81053
51.25971,4.81067
51.25979,4.8108
51.25986,4.81093
51.25994,4.81105
51.26009,4.81132
51.26017,4.81145
51.26025,4.81158
51.2604,4.81183
51.26048,4.81197
51.26056,4.81209
51.26061,4.81219
51.26071,4.81235
51.26086,4.8126
51.26101,4.81286
51.26102,4.81287
51.26109,4.813
51.26118,4.81313
51.26125,4.81325
51.26132,4.81337
51.2614,4.8135
51.26148,4.81364
51.26151,4.81369
51.26155,4.81375
51.26159,4.81383
51.26161,4.81386
51.26167,4.81396
51.26171,4.81403
51.26178,4.81415
51.26185,4.81427
51.26194,4.81442
51.26202,4.81455
