lat,lng
51.37792,5.97066
51.37792,5.99516
51.37793,5.91629
51.37793,5.95795
51.37793,12.3903
51.37794,5.95848
51.37794,5.95865
51.37794,5.95882
51.37794,5.95888
51.37795,5.91612
51.37795,5.959
51.37795,5.95934
51.37795,5.96994
51.37795,5.99551
51.37796,5.96001
51.37796,5.99568
51.37797,5.96036
51.37797,5.96965
51.37798,5.91576
51.37798,5.9607
51.37798,5.96112
51.37798,5.96118
51.37798,5.96931
51.37799,5.96156
51.37799,5.96898
51.378,5.91563
51.378,5.96855
51.37801,5.96241
51.37801,5.96259
51.37801,5.96277
51.37801,5.96283
51.37801,5.96801
51.37801,5.99621
51.37802,5.91548
51.37802,5.96293
51.37802,5.9631
51.37802,5.96326
51.37802,5.96344
51.37802,5.9674
51.37802,5.9678
51.37802,5.99638
51.37803,5.96362
51.37803,5.96368
51.37803,5.96381
51.37803,5.96397
51.37803,5.96414
51.37803,5.96689
51.37804,5.9643
51.37804,5.96465
51.37804,5.96484
51.37804,5.96514
51.37804,5.96532
51.37804,5.96569
51.37804,5.966
51.37804,5.96651
51.37804,5.9667
51.37804,5.99656
51.37807,5.33683
51.37807,5.99692
51.37808,5.91494
51.37808,5.9971
51.3781,5.99729
51.3781,12.39023
51.37811,5.91461
51.37811,5.99747
51.37814,5.9144
51.37814,5.99783
51.37815,5.91429
51.37816,5.99802
51.37818,5.91405
51.37819,5.33709
51.3782,5.99847
51.37822,5.91373
51.37823,5.99893
51.37825,5.9991
51.37825,12.39016
51.37826,5.9134
51.37826,5.99925
51.37827,5.9133
51.37829,5.99962
51.37831,5.91291
51.37831,5.91293
51.37832,5.3374
51.37832,5.99995
51.37834,6.00018
51.37835,6.00032
51.37835,12.39012
51.37836,6.0004
51.37837,5.91247
51.3784,6.00095
51.37842,5.33764
51.37842,5.91213
51.37842,6.00112
51.37844,12.39008
51.37846,6.00161
51.37846,6.00167
51.37847,5.91174
51.37848,6.00195
51.37849,5.91164
51.3785,6.00211
51.37851,5.91146
51.37851,6.0023
51.37852,6.00241
51.37856,5.91117
51.37857,6.00295
51.37858,6.00313
51.37861,6.00345
51.37862,5.91079
51.37864,6.0038
51.37865,5.91058
51.37865,6.00395
51.37866,6.00412
51.37867,5.33821
51.37868,6.00429
51.37868,6.00434
51.37869,5.33826
51.37869,6.00445
51.37871,5.91018
51.37876,6.00524
51.37877,5.90985
51.37877,12.38994
51.3788,6.00562
51.37881,6.00571
51.37882,5.90962
51.37883,6.00597
51.37885,5.90943
51.37885,6.00612
51.37886,6.00629
51.37887,5.33869
51.37888,6.00642
51.37895,5.90891
51.37898,5.90875
51.37898,6.00752
51.37899,6.00754
51.37901,5.90857
51.37901,6.00773
51.37901,6.00779
51.37902,6.00783
51.37902,6.00788
51.37903,5.90847
51.37903,6.00795
51.37904,6.00802
51.37905,6.00812
51.37906,6.00829
51.37907,6.0084
51.37908,6.00845
51.37909,6.00858
51.37909,6.00859
51.37911,6.00874
51.37913,5.90794
51.37915,6.00911
51.37916,6.00923
51.37917,6.00928
51.37918,5.90764
51.37918,6.00944
51.3792,5.90758
51.37922,6.00973
51.37923,5.33955
51.37923,5.9074
51.37924,5.90737
51.37924,6.00993
51.37925,12.38974
51.37926,6.0101
51.37928,5.90719
51.3793,6.01044
51.37931,6.01053
51.37932,6.01059
51.37933,5.90695
51.37934,6.01076
51.37935,5.33983
51.37936,12.38969
51.37938,6.01111
51.3794,6.01125
51.37941,5.9066
51.37944,5.34006
51.37944,6.0116
51.37946,6.01177
51.37947,12.38964
51.37948,5.90628
51.37948,6.01193
51.37949,6.01209
51.37951,6.01226
51.37952,6.01233
51.37953,5.90605
51.37954,12.38961
51.37955,6.01253
51.37956,6.0126
51.37958,6.01276
51.37959,5.3404
51.3796,6.01293
51.37962,5.90565
51.37963,6.01316
51.37964,6.01326
51.37966,5.90546
51.37966,6.01343
51.37968,6.0136
51.3797,5.90526
51.3797,6.01375
51.3797,12.38954
51.37971,5.34069
51.37972,6.01387
51.37973,6.01396
51.37974,6.01408
51.37977,5.34083
51.37977,6.01424
51.37979,5.90486
51.3798,6.01448
51.37982,6.01465
51.37984,6.01481
51.37986,5.90456
51.37986,6.01491
51.37988,12.38946
51.37989,6.01516
51.3799,5.34112
51.3799,5.90438
51.3799,6.01521
51.37991,6.01529
51.37991,12.38944
51.37992,6.0154
51.37993,6.01544
51.37994,6.01549
51.37995,5.90415
51.37995,6.01562
51.37996,5.34127
51.37996,6.01563
51.37998,6.23773
51.37998,6.23812
51.37998,6.23827
51.37998,6.23842
51.37999,6.23679
51.37999,6.23683
51.37999,6.23702
51.37999,6.23724
51.37999,6.23909
51.38,6.01594
51.38,6.01596
51.38,6.23653
51.38,6.23941
51.38001,6.23614
51.38001,6.23975
51.38002,6.01605
51.38002,6.23577
51.38002,6.24001
51.38003,6.23549
51.38004,6.01622
51.38004,6.24048
51.38004,6.24055
51.38005,6.23521
51.38005,6.24064
51.38006,6.23494
51.38006,6.23499
51.38007,6.24102
51.38008,5.34155
51.38008,6.01653
51.38008,6.01654
51.38008,6.23448
51.3801,5.3416
51.3801,6.23426
51.3801,6.24166
51.38011,5.90345
51.38012,6.23396
51.38012,6.24197
51.38014,6.24213
51.38016,6.23344
51.38016,6.24242
51.38016,12.38931
51.38017,6.01711
51.38018,6.24271
51.3802,6.01737
51.3802,6.23296
51.38021,5.34186
51.38021,6.24299
51.38022,5.90301
51.38022,6.23268
51.38022,6.24319
51.38023,6.01758
51.38025,6.01768
51.38025,6.23239
51.38025,12.38926
51.38026,6.24353
51.38027,6.23213
51.38028,6.01786
51.38028,6.24376
51.3803,6.23188
51.3803,6.24391
51.38033,6.01819
51.38033,6.23164
51.38033,6.24422
51.38034,6.01831
51.38035,5.90247
51.38035,6.01836
51.38035,6.23149
51.38036,6.23135
51.38037,12.38917
51.38038,6.01853
51.38038,6.23116
51.38039,6.23109
51.38039,6.2447
51.3804,6.01869
51.38041,6.23091
51.38041,6.24492
51.38042,6.23083
51.38043,6.01885
51.38043,6.24507
51.38044,6.23065
51.38045,6.01902
51.38045,6.23057
51.38045,6.24522
51.38045,12.38912
51.38046,5.90203
51.38048,6.01918
51.38048,6.23036
51.38048,6.24547
51.38051,5.34256
51.38051,6.23015
51.38052,6.23007
51.38052,6.24575
51.38053,5.90176
51.38055,6.01967
51.38056,6.22982
51.38056,6.24602
51.38059,6.22958
51.3806,6.24627
51.38061,5.34281
51.38061,5.90146
51.38061,6.02
51.38062,6.22936
51.38063,5.34285
51.38063,6.24651
51.38063,12.38898
51.38067,6.0204
51.38067,6.22908
51.38067,6.24674
51.38068,6.02048
51.3807,6.2289
51.38071,6.02065
51.38072,6.22878
51.38074,6.22864
51.38076,5.90088
51.38076,6.02097
51.38076,12.38888
51.38078,6.22838
51.38079,6.02115
51.38079,6.24746
51.38084,6.22806
51.38087,5.34342
51.38088,6.22783
51.38088,6.24794
51.38091,6.22766
51.38092,6.22759
51.38093,6.02193
51.38093,6.24822
51.38094,5.90025
51.38096,6.24838
51.38097,5.34365
51.38097,6.22732
51.38098,5.90011
51.38099,6.24852
51.381,5.3437
51.38101,6.24863
51.38102,6.22708
51.38105,6.22691
51.38108,6.249
51.3811,5.89968
51.3811,6.22668
51.38112,6.02306
51.38112,6.22659
51.38114,6.02321
51.38115,5.34406
51.38117,6.22634
51.38118,6.24946
51.3812,6.02352
51.38122,6.2261
51.38123,5.34425
51.38127,12.38848
51.38128,6.22585
51.38129,6.02404
51.38129,6.24998
51.3813,5.34443
51.38132,6.02421
51.38133,6.22561
51.38134,12.38844
51.38137,6.22543
51.38137,6.25033
51.38138,5.8987
51.38139,6.22536
51.38142,5.34471
51.38144,6.22513
51.38145,6.02489
51.38148,5.89839
51.38149,6.2249
51.38152,6.25096
51.38154,6.22471
51.38155,12.3883
51.38159,5.898
51.3816,5.34514
51.3816,6.22447
51.3816,6.2513
51.38161,6.02577
51.38162,6.2244
51.38162,12.38826
51.38165,6.2515
51.38167,6.02611
51.38167,6.22421
51.38168,6.22416
51.38169,6.25166
51.38172,12.38821
51.38174,6.22392
51.38175,5.89743
51.38175,6.25189
51.38177,6.02662
51.38178,6.22375
51.3818,6.02679
51.38181,6.22368
51.38182,6.25214
51.38182,6.25215
51.38183,12.38816
51.38184,5.89712
51.38184,6.02696
51.38185,5.34572
51.38186,6.22348
51.38189,6.25239
51.3819,6.02729
51.38192,6.22327
51.38193,12.38811
51.38197,6.02766
51.38198,6.22302
51.38202,6.25286
51.38203,5.89648
51.38203,6.02798
51.38205,6.22279
51.38205,12.38807
51.38207,5.89632
51.38209,6.22264
51.3821,6.02832
51.38212,5.89616
51.38214,12.38804
51.38216,5.34642
51.38217,6.02864
51.38217,6.25337
51.38219,6.22228
51.38221,5.89585
51.38223,6.02894
51.38225,5.8957
51.38225,12.38801
51.38226,6.25368
51.38227,6.02915
51.38231,6.22187
51.38232,6.02938
51.38234,6.25395
51.38235,5.89537
51.38235,6.02952
51.38235,12.38798
51.38236,6.02957
51.38238,5.89524
51.38238,6.0297
51.38242,5.89511
51.38242,6.0299
51.38242,6.2215
51.38244,6.25426
51.38246,6.03007
51.38247,6.22134
51.38247,12.38796
51.38248,5.34715
51.38249,6.03024
51.3825,6.03026
51.38253,6.03041
51.38257,6.03059
51.38257,12.38795
51.38258,6.22096
51.38259,6.03068
51.38259,6.25472
51.3826,6.03076
51.38261,5.89447
51.38261,6.25478
51.38264,6.03093
51.38264,6.25488
51.38268,6.03111
51.38268,6.25498
51.38268,12.38794
51.3827,6.22057
51.38272,6.03128
51.38275,5.89396
51.38275,6.22043
51.38278,5.34785
51.38278,5.89388
51.38278,6.2203
51.38279,12.38794
51.3828,6.03167
51.38282,6.22018
51.38282,6.25538
51.38286,6.03195
51.38289,12.38794
51.3829,5.34815
51.3829,5.89348
51.38295,5.89327
51.38295,6.03236
51.38295,6.21976
51.38296,6.03241
51.38296,6.2558
51.38297,5.3483
51.38299,6.03254
51.383,6.0326
51.383,12.38795
51.38302,5.34844
51.38305,6.25604
51.38306,6.03284
51.38308,5.34858
51.38312,5.89269
51.38312,6.03312
51.38312,12.38796
51.38313,6.25625
51.38314,6.03319
51.38315,6.03325
51.38319,6.03342
51.38321,6.21892
51.38322,6.21889
51.38323,6.03359
51.38324,6.21883
51.38324,6.25655
51.38325,6.03366
51.38326,5.89221
51.38329,6.03385
51.38329,6.25668
51.38329,12.38799
51.38332,5.34915
51.38333,6.03403
51.38338,5.89179
51.38338,6.03428
51.38338,6.25692
51.3834,6.25697
51.38343,12.38802
51.38347,6.25715
51.3835,5.89139
51.3835,6.03482
51.38353,6.21789
51.38354,12.38806
51.38356,6.25736
51.38358,5.8911
51.38359,6.03517
51.38361,12.38808
51.38362,6.03526
51.38365,6.25759
51.38367,5.89079
51.38368,5.35003
51.38368,12.3881
51.38373,6.25779
51.38374,5.89056
51.38374,12.38813
51.38377,6.03591
51.38378,6.21711
51.38379,6.25794
51.3838,5.35033
51.3838,5.89033
51.38383,6.25803
51.38386,12.38817
51.38393,6.03657
51.38393,6.25827
51.38396,5.35075
51.38396,5.35077
51.3840199,6.2163375
51.38402,6.21634
51.38405,6.03709
51.38408,5.35107
51.38408,6.25862
51.38409,6.03724
51.38413,5.35121
51.38414,12.38829
51.38417,5.88906
51.38417,6.03757
51.38421,6.03773
51.38425,5.3515
51.38425,6.0379
51.38425,6.25901
51.38426,6.21558
51.38431,5.88859
51.38433,6.03822
51.38434,6.25922
51.38435,5.35179
51.38435,6.25925
51.38436,5.88841
51.38437,6.03838
51.38438,12.38839
51.3844,5.88825
51.38441,5.35194
51.38445,6.25947
51.38446,6.0387
51.38447,5.35209
51.38449,5.88794
51.3845,6.03886
51.38451,6.03892
51.38452,5.35224
51.38452,5.88787
51.38455,12.38846
51.38456,6.25972
51.38458,5.35238
51.38458,6.03918
51.38462,6.03934
51.38463,5.35253
51.38466,6.03949
51.38469,5.35269
51.38469,6.26
51.3847,6.03965
51.38471,6.03968
51.38474,5.35282
51.38482,6.04011
51.38486,5.35313
51.3849,6.04042
51.38492,6.2135
51.38495,6.26059
51.38498,6.04074
51.38503,5.35358
51.38506,6.26084
51.38509,5.35372
51.38514,6.04137
51.38515,6.26105
51.38518,5.88557
51.38518,12.38873
51.3852,5.354
51.38525,6.26128
51.38526,5.35415
51.38531,6.21225
51.38533,5.35434
51.38534,6.04215
51.38537,6.26153
51.38539,6.04231
51.38542,12.38883
51.38546,5.35468
51.38547,6.21171
51.3855,6.04278
51.38552,6.21157
51.38555,6.04294
51.38556,6.21144
51.38558,6.262
51.3856,5.35506
51.3856,6.04315
51.38567,6.2622
51.38571,6.0436
51.38582,6.2106
51.38584,6.0441
51.38587,5.8832
51.38588,5.35579
51.38588,5.88317
51.38588,6.04424
51.38589,6.26271
51.38591,6.21032
51.38594,12.38905
51.38595,6.21017
51.38598,6.26291
51.38601,6.04474
51.38605,6.20986
51.38606,5.88255
51.38606,6.20981
51.3861,5.35639
51.38613,6.04521
51.38614,12.38913
51.38616,5.35655
51.38616,6.26332
51.38619,6.20941
51.38622,12.38917
51.38623,6.0456
51.38626,6.26355
51.38629,5.88176
51.38629,6.20908
51.38634,6.26375
51.38637,6.04613
51.38638,5.35714
51.38643,6.20864
51.38644,6.26398
51.38647,6.04652
51.38649,6.04658
51.38651,6.26414
51.38656,12.38931
51.38657,5.88079
51.38657,6.04691
51.38659,5.35772
51.38659,6.20812
51.3866,6.26438
51.38665,12.38935
51.38666,6.04726
51.38666,6.26452
51.38669,6.26457
51.3867,6.04743
51.38673,6.20768
51.38675,5.88015
51.38676,12.3894
51.38678,6.26482
51.3868,5.3583
51.38682,6.0479
51.38686,6.20726
51.38687,6.26503
51.38688,6.26506
51.38689,5.87965
51.38691,5.35859
51.38697,6.0485
51.38697,12.38949
51.38698,6.2653
51.38702,5.3589
51.38702,6.20674
51.38703,6.04875
51.38705,6.20665
51.38708,12.38954
51.3871,6.049
51.38711,5.87889
51.38713,5.35919
51.38714,6.04917
51.38718,6.04932
51.3872,6.2659
51.38721,12.3896
51.38722,6.04949
51.38724,5.35948
51.38726,6.04963
51.3873,6.04979
51.38732,6.20575
51.38734,5.35978
51.38734,6.04994
51.38734,6.26629
51.38735,5.87809
51.38738,5.87797
51.38738,6.0501
51.38741,5.87787
51.38741,6.0502
51.38742,6.05026
51.38743,6.26654
51.38743,12.38973
51.38744,5.87777
51.38746,6.05041
51.38747,12.38976
51.38748,5.36014
51.38748,5.87762
51.3875,6.05057
51.38753,6.20508
51.38754,6.05073
51.38756,6.26691
51.38757,5.87732
51.38757,12.38984
51.38758,6.05087
51.38761,6.26705
51.38762,5.87716
51.38766,5.36064
51.38766,6.20467
51.38767,12.38992
51.3877,5.36076
51.3877,6.26731
51.38771,6.20455
51.38773,6.2045
51.38774,6.05149
51.38774,6.26743
51.38776,12.39001
51.38777,6.20439
51.38782,6.20423
51.38785,12.3901
51.38786,5.87635
51.38786,6.26782
51.38787,5.36121
51.38789,6.26792
51.38791,5.87616
51.38791,6.20392
51.38793,6.05226
51.38794,5.3614
51.38794,12.3902
51.38795,5.87601
51.38795,6.05231
51.38796,6.20379
51.38797,6.26815
51.38799,6.05247
51.38799,6.26822
51.388,6.20363
51.388,6.26826
51.38802,6.05261
51.38805,6.20348
51.38806,6.05276
51.38807,6.26848
51.38809,6.26853
51.3881,5.36184
51.3881,6.20333
51.38811,12.3904
51.38812,6.26863
51.38813,6.20323
51.38816,5.362
51.38816,5.87527
51.38816,6.05312
51.38817,6.05317
51.38817,6.26881
51.38819,5.36207
51.3882,6.26891
51.38821,6.05335
51.38822,5.36215
51.38824,6.20286
51.38825,6.05351
51.38827,5.36229
51.38827,12.3906
51.38828,6.26919
51.3883,6.05366
51.38833,5.36244
51.38834,6.05384
51.38837,6.05398
51.38838,5.36258
51.38839,5.87445
51.38839,6.20239
51.38842,6.05414
51.38843,6.26973
51.38843,12.39081
51.38844,5.36274
51.38844,5.8743
51.38845,6.0543
51.38849,5.36289
51.38849,6.20208
51.3885,6.05445
51.3885,12.39091
51.38854,6.05461
51.38855,5.36303
51.38856,6.32977
51.38856,6.33033
51.38857,6.27027
51.38857,6.32813
51.38857,6.32868
51.38857,6.32905
51.38857,6.33077
51.38857,6.3313
51.38857,6.33155
51.38858,6.05477
51.38858,6.32741
51.38858,6.33182
51.38859,6.27033
51.38859,6.32712
51.38859,6.33234
51.3886,6.32662
51.3886,6.33285
51.38861,6.05492
51.38861,6.32602
51.38861,6.33336
51.38862,6.32551
51.38862,6.33362
51.38863,5.36325
51.38863,6.2705
51.38863,6.33386
51.38864,6.33412
51.38865,6.05507
51.38865,6.32457
51.38865,6.32467
51.38865,6.3344
51.38866,6.33461
51.38866,12.39111
51.38867,5.36336
51.38867,6.32387
51.38867,6.33487
51.38868,5.87349
51.38868,6.20146
51.38868,6.33513
51.38869,6.05523
51.3887,6.33541
51.38872,5.36348
51.38872,5.87335
51.38873,6.05539
51.38873,6.32241
51.38873,6.33592
51.38875,6.27095
51.38875,6.33618
51.38877,5.36361
51.38878,6.05555
51.38879,6.27114
51.38881,6.0557
51.38881,6.3204
51.38881,6.3205
51.38882,5.36376
51.38882,6.27125
51.38883,6.31982
51.38883,6.3373
51.38883,12.39133
51.38885,6.33751
51.38886,5.87284
51.38886,6.20086
51.38886,6.31929
51.38886,6.33773
51.38887,5.36391
51.38889,5.87274
51.38889,6.05599
51.38889,6.31851
51.38891,6.33825
51.38893,5.36406
51.38893,6.33849
51.38895,5.87253
51.38895,5.87254
51.38895,12.39147
51.38896,6.20056
51.38896,6.33876
51.38897,6.0563
51.38898,6.31655
51.38899,6.27197
51.389,6.33912
51.38901,6.20039
51.38902,5.36429
51.38902,5.87231
51.38905,6.33953
51.38906,12.39159
51.38907,5.36444
51.38907,6.31459
51.38908,6.33983
51.38909,5.87205
51.3891,6.2001
51.3891,6.33997
51.3891,12.39163
51.38911,5.87198
51.38912,6.31357
51.38913,5.36459
51.38913,6.05694
51.38914,6.34031
51.38915,6.19993
51.38915,6.27271
51.38917,6.0571
51.3892,5.36479
51.38921,6.05726
51.38924,6.31074
51.38924,6.31082
51.38924,6.34105
51.38925,6.05742
51.38927,5.87143
51.38928,5.365
51.38928,6.30978
51.38928,6.30985
51.38929,6.05756
51.38929,6.19948
51.38929,6.27339
51.38929,6.30956
51.38929,6.30965
51.3893,6.27344
51.38931,5.36509
51.38932,6.30882
51.38933,6.05773
51.38933,6.19936
51.38936,5.87111
51.38936,6.308
51.38937,6.05788
51.38938,6.30758
51.38938,6.30764
51.38939,5.3653
51.38939,6.34206
51.3894,6.30706
51.38941,5.36534
51.38941,6.30677
51.38941,6.3068
51.38942,6.05805
51.38942,6.30654
51.38942,6.34227
51.38943,6.19903
51.38944,6.2742
51.38944,6.30598
51.38945,6.05819
51.38945,6.30591
51.38947,5.36553
51.38947,5.87072
51.38948,6.30519
51.3895,5.87062
51.3895,6.1988
51.3895,6.30481
51.38951,6.27462
51.38951,6.30441
51.38953,5.36568
51.38953,6.30397
51.38955,6.30358
51.38955,6.34307
51.38956,6.2749
51.38956,6.27492
51.38956,6.34312
51.38957,6.30313
51.38958,5.36582
51.38958,6.05869
51.3896,6.27514
51.3896,12.39208
51.38961,6.3434
51.38962,6.19841
51.38963,5.36597
51.38963,5.87017
51.38963,6.05889
51.38964,5.87013
51.38964,6.27539
51.38965,5.87008
51.38966,6.27549
51.38967,6.30081
51.38968,6.0591
51.38969,5.36611
51.38969,6.30028
51.38969,6.34382
51.38971,5.36616
51.38973,5.86983
51.38973,6.05926
51.38973,6.27594
51.38973,6.29939
51.38974,5.8698
51.38975,5.36627
51.38976,6.19794
51.38976,6.29867
51.38977,6.05941
51.38978,5.86964
51.38978,6.29838
51.38978,6.34431
51.38979,6.2981
51.38981,6.05957
51.38981,6.29752
51.38983,5.86948
51.38983,6.27667
51.38984,6.27679
51.38985,5.36655
51.38985,6.05974
51.38985,6.29671
51.38988,6.27707
51.38988,6.34481
51.3899,6.27721
51.38991,5.36671
51.38991,5.86918
51.38991,12.39235
51.38992,5.86914
51.38993,6.06004
51.38996,5.36685
51.38996,6.34521
51.38997,6.0602
51.38997,6.29383
51.38998,6.27792
51.38998,6.29371
51.38998,6.3453
51.38999,6.29357
51.39001,6.06035
51.39001,6.29307
51.39002,5.367
51.39003,6.34555
51.39004,6.27846
51.39004,6.27848
51.39004,6.27849
51.39004,6.29233
51.39005,6.06051
51.39006,6.29181
51.39008,6.29134
51.39009,6.06067
51.39009,6.29103
51.39011,6.27933
51.39011,6.29076
51.39012,6.19672
51.39012,6.27936
51.39013,5.3673
51.39013,6.06083
51.39013,6.29029
51.39013,6.346
51.39014,5.86838
51.39014,6.27962
51.39014,6.28997
51.39014,12.39255
51.39015,6.28978
51.39016,6.28954
51.39017,6.06099
51.3902,5.86818
51.3902,6.19646
51.3902,6.28049
51.3902,6.28846
51.39021,6.06115
51.39021,6.28822
51.39022,12.3926
51.39023,6.2877
51.39024,6.06126
51.39024,6.28124
51.39024,6.28741
51.39024,6.34651
51.39025,6.06131
51.39025,6.28714
51.39026,6.19625
51.39026,6.28685
51.39027,6.28175
51.39028,6.28219
51.39028,6.28228
51.39028,6.28628
51.39029,5.36774
51.39029,6.06146
51.39029,6.28252
51.3903,6.28286
51.3903,6.28562
51.39031,6.28336
51.39031,6.28363
51.39031,6.28433
51.39031,6.2847
51.39031,6.28516
51.39033,6.06163
51.39033,12.39267
51.39036,5.86759
51.39038,6.34711
51.39039,6.34715
51.3904,5.36803
51.39042,12.39273
51.39045,6.34744
51.39049,5.86707
51.39049,6.19546
51.3905,6.06226
51.3905,6.19546
51.3905,6.34762
51.39051,5.36833
51.39052,12.39277
51.39053,5.86693
51.39054,6.06241
51.39057,5.8668
51.39057,6.1952
51.39058,6.06257
51.39058,6.34796
51.39059,6.34802
51.39061,5.86662
51.39063,6.19501
51.39063,12.39282
51.39066,6.06288
51.39066,6.34829
51.39067,5.36877
51.39067,6.34832
51.3907,6.06303
51.3907,6.34845
51.39071,5.86624
51.39073,5.36892
51.39074,6.0632
51.39076,12.39288
51.39077,6.19452
51.39078,6.06335
51.39079,5.36906
51.3908,5.86593
51.39082,6.06351
51.39083,6.34896
51.39084,5.3692
51.39085,5.86574
51.39086,6.06366
51.3909,6.06383
51.39092,12.39293
51.39094,6.06399
51.39094,12.39293
51.39098,6.06414
51.39099,6.34958
51.391,5.36964
51.39102,6.06431
51.39105,5.86495
51.39105,6.1935
51.39106,5.3698
51.39106,6.06446
51.39106,12.39296
51.39108,5.86482
51.3911,6.06462
51.39112,5.36995
51.39112,5.86468
51.39112,6.06468
51.39113,6.35012
51.39114,6.06479
51.39116,5.86452
51.39116,12.39297
51.39118,6.06493
51.3912,6.06501
51.39121,5.86432
51.39124,12.39298
51.39125,5.86417
51.39127,6.06527
51.39128,5.3704
51.39128,12.39299
51.3913,6.0654
51.3913,6.35073
51.39131,5.86393
51.39132,5.37051
51.39133,5.37053
51.39133,5.37054
51.39135,5.86377
51.39136,6.19245
51.39136,12.39299
51.39137,5.86371
51.39138,6.06571
51.39138,6.19237
51.39139,5.86361
51.39141,6.35109
51.39142,6.06586
51.39145,6.35125
51.39146,6.06601
51.39148,5.86324
51.39149,12.39299
51.3915,5.37099
51.3915,6.06616
51.39151,6.06623
51.39152,5.86308
51.39154,6.06631
51.39156,5.86291
51.39159,12.39298
51.3916,5.37125
51.39161,5.86272
51.39162,6.06662
51.39163,6.35188
51.39164,5.86259
51.39165,6.06678
51.39166,5.37142
51.39166,6.19141
51.39168,5.86242
51.3917,12.39297
51.39172,6.35216
51.39172,6.35217
51.39173,6.06709
51.39177,5.37173
51.39177,5.8621
51.3918,6.19093
51.3918,12.39295
51.39181,5.86193
51.39183,6.35254
51.39185,5.86177
51.39189,5.8616
51.39189,6.06769
51.39189,6.06771
51.3919,6.35278
51.39191,12.39293
51.39193,5.37216
51.39193,5.86144
51.39197,5.86127
51.39201,5.86111
51.39202,12.3929
51.39203,6.35319
51.39205,5.86094
51.39207,5.37254
51.39209,5.86078
51.39211,6.35346
51.39212,6.18986
51.39212,12.39286
51.39213,5.86061
51.39214,5.37272
51.39217,5.86045
51.39217,6.06879
51.39221,6.06896
51.39222,5.86028
51.39223,12.39282
51.39225,6.06912
51.39226,5.86012
51.39226,6.35394
51.39229,6.18925
51.3923,5.85995
51.39232,6.18915
51.39233,12.39278
51.39234,5.85979
51.39238,5.85963
51.39238,6.35433
51.39241,6.06975
51.39242,5.85947
51.39242,6.06977
51.39243,12.39273
51.39245,6.06991
51.39246,5.8593
51.39247,6.18865
51.39249,6.07006
51.3925,5.85914
51.3925,6.35471
51.39252,6.35477
51.39252,12.39267
51.39254,5.85898
51.39254,6.18839
51.39258,5.85881
51.3926,12.39262
51.39261,6.07054
51.39262,5.85865
51.39264,6.35514
51.39266,5.85849
51.39266,6.35519
51.3927,5.85832
51.39272,12.39253
51.39273,6.07101
51.39274,5.85816
51.39275,6.18771
51.39277,5.37446
51.39278,5.858
51.39281,6.07131
51.39282,5.85784
51.39282,6.3557
51.39282,12.39246
51.39287,5.85767
51.39288,5.85762
51.3929,5.37482
51.39291,6.18715
51.39291,6.35597
51.39292,12.39238
51.39297,6.18695
51.39298,6.3562
51.39301,12.3923
51.39302,6.07214
51.39305,5.85692
51.39306,5.37525
51.39306,6.18665
51.3931,6.18653
51.3931,6.35656
51.39311,12.39222
51.39313,5.37545
51.39314,6.3567
51.39315,6.1864
51.39316,6.35674
51.39317,6.35678
51.39318,5.37559
51.39319,6.18628
51.39322,12.39212
51.39323,5.37574
51.39325,5.8561
51.3933,6.1859
51.39331,6.35721
51.39333,5.37601
51.39333,6.07339
51.39334,5.85576
51.39334,6.11617
51.39334,6.11672
51.39334,6.11708
51.39334,6.11738
51.39334,6.11787
51.39334,6.1183
51.39334,6.11859
51.39335,6.11531
51.39335,6.11543
51.39335,6.11548
51.39335,6.11873
51.39335,6.11874
51.39335,6.11888
51.39335,6.11906
51.39335,6.11912
51.39335,6.11963
51.39335,6.35732
51.39336,6.1148
51.39336,6.11499
51.39337,6.1141
51.39337,6.11426
51.39337,6.11445
51.39337,6.11461
51.39337,6.12061
51.39338,6.11375
51.39338,6.11393
51.39338,6.12104
51.39339,5.85552
51.39339,6.11326
51.39339,6.11334
51.39339,6.11342
51.39339,6.11358
51.39339,6.12136
51.39339,6.12148
51.39339,6.18559
51.3934,6.11293
51.3934,6.1131
51.3934,6.12184
51.39341,12.39196
51.39342,6.1122
51.39342,6.11226
51.39342,6.12234
51.39343,6.11208
51.39343,6.12269
51.39344,6.11167
51.39344,6.11185
51.39344,6.12319
51.39345,5.37633
51.39345,6.11131
51.39345,6.11149
51.39345,6.12349
51.39346,6.11112
51.39346,6.12387
51.39347,6.11082
51.39347,6.11085
51.39347,6.11093
51.39347,6.35769
51.39348,6.11056
51.39348,6.11075
51.39348,6.12438
51.39349,6.11038
51.3935,5.37647
51.3935,6.11001
51.3935,6.1102
51.3935,6.18519
51.3935,12.39189
51.39351,6.10983
51.39352,6.07425
51.39352,6.10964
51.39352,6.10967
51.39352,6.12522
51.39353,5.85498
51.39353,6.10923
51.39353,6.10928
51.39353,6.10945
51.39353,6.1256
51.39354,6.10896
51.39354,6.1091
51.39355,5.85491
51.39355,6.1088
51.39356,5.37663
51.39356,6.10852
51.39356,6.10863
51.39356,6.12611
51.39357,6.10832
51.39359,6.10759
51.39359,6.10777
51.39359,6.12666
51.3936,6.10744
51.3936,6.3581
51.39361,6.12704
51.39362,6.07478
51.39363,6.10679
51.39364,6.07487
51.39364,6.10643
51.39364,6.10649
51.39364,6.12752
51.39365,6.18469
51.39367,5.85445
51.39367,6.07503
51.39367,6.12817
51.39368,5.37696
51.3937,6.10482
51.3937,6.10489
51.3937,6.12874
